cod_municipio,nome_municipio,sigla_uf,ano,soja_ha
3515004,Embu das Artes,SP,2008,0.0
3522208,Itapecerica da Serra,SP,2008,7.218619653320313
3529401,Mauá,SP,2008,0.0
3556453,Vargem Grande Paulista,SP,2008,2.7088533508300783
3515103,Embu-Guaçu,SP,2008,8.523658197021485
3516408,Franco da Rocha,SP,2008,38.99860067749024
3545001,Salesópolis,SP,2008,4.3524685363769535
3525003,Jandira,SP,2008,0.0
3523305,Itariri,SP,2008,0.0
3537206,Pedro de Toledo,SP,2008,0.0
3506359,Bertioga,SP,2008,0.0
3537602,Peruíbe,SP,2008,0.0
3518701,Guarujá,SP,2008,0.0
3548500,Santos,SP,2008,0.0
3531100,Mongaguá,SP,2008,0.0
3513504,Cubatão,SP,2008,0.0
3522109,Itanhaém,SP,2008,0.0
3541000,Praia Grande,SP,2008,0.0
3551009,São Vicente,SP,2008,0.0
3523909,Itu,SP,2008,120.2070670497999
3501152,Alumínio,SP,2008,6.887683982244754
3550605,São Roque,SP,2008,85.13991139653226
3557006,Votorantim,SP,2008,41.7233815629787
3552205,Sorocaba,SP,2008,180.71991332541072
3545209,Salto,SP,2008,72.61201690446443
3528403,Mairinque,SP,2008,271.17263317950085
3545308,Salto de Pirapora,SP,2008,295.2864354397164
3502903,Araçoiaba da Serra,SP,2008,163.86640150297274
3511508,Cerquilho,SP,2008,112.95115720784506
3554508,Tietê,SP,2008,179.13303699577781
3510302,Capela do Alto,SP,2008,314.8358480074056
3537800,Piedade,SP,2008,849.5888538633818
3551108,Sarapuí,SP,2008,513.4139708934589
3540606,Porto Feliz,SP,2008,316.66440511560774
3521002,Iperó,SP,2008,141.92822025811887
3553500,Tapiraí,SP,2008,4.42281636352539
3507001,Boituva,SP,2008,109.55135409840304
3519709,Ibiúna,SP,2008,698.8983924736472
3502754,Araçariguama,SP,2008,6.740475793457032
3537909,Pilar do Sul,SP,2008,1913.679045201799
3525854,Jumirim,SP,2008,7.581226397705078
3532827,Nova Campina,SP,2008,432.9609014091701
3522802,Itaporanga,SP,2008,2668.029984363559
3510203,Capão Bonito,SP,2008,17022.886943322992
3502705,Apiaí,SP,2008,635.2488029112814
3508009,Buri,SP,2008,15434.798179612151
3522653,Itapirapuã Paulista,SP,2008,26.657822790527344
3553856,Taquarivaí,SP,2008,8749.483812694187
3522406,Itapeva,SP,2008,35254.28269970495
3543006,Ribeirão Branco,SP,2008,1160.4475977838497
3522158,Itaoca,SP,2008,1.954904620361328
3521705,Itaberá,SP,2008,30811.76078409512
3505351,Barra do Chapéu,SP,2008,94.21806895371381
3543501,Riversul,SP,2008,888.7460369247615
3507159,Bom Sucesso de Itararé,SP,2008,112.8474769993681
3517604,Guapiara,SP,2008,563.7756543065209
3505005,Barão de Antonina,SP,2008,208.80611333192115
3543253,Ribeirão Grande,SP,2008,428.0306090607049
3523206,Itararé,SP,2008,17786.137966004855
3542800,Ribeira,SP,2008,2.851488830566406
3524600,Jacupiranga,SP,2008,0.40728668212890623
3526100,Juquiá,SP,2008,1.0616000610351561
3520301,Iguape,SP,2008,0.0
3509254,Cajati,SP,2008,3.7447640808105467
3542602,Registro,SP,2008,54.62894630126953
3505401,Barra do Turvo,SP,2008,14.631610052490235
3536208,Pariquera-Açu,SP,2008,4.07064501953125
3529906,Miracatu,SP,2008,1.5518968017578125
3509908,Cananéia,SP,2008,0.0
3514809,Eldorado,SP,2008,2.691317218017578
3551801,Sete Barras,SP,2008,40.95832481689453
3521200,Iporanga,SP,2008,0.8961648681640625
3520426,Ilha Comprida,SP,2008,0.0
3500758,Alambari,SP,2008,132.65662914186962
3522307,Itapetininga,SP,2008,9995.51007275338
3518503,Guareí,SP,2008,58.63819277463427
3502200,Angatuba,SP,2008,4022.5090587507902
3509452,Campina do Monte Alegre,SP,2008,1580.1267146391267
3550209,São Miguel Arcanjo,SP,2008,7752.843268944378
3512605,Coronel Macedo,SP,2008,4172.316165946307
3519253,Iaras,SP,2008,1694.2236219142299
3503109,Arandu,SP,2008,1034.629751200095
3500550,Águas de Santa Bárbara,SP,2008,1812.8952015471816
3553807,Taquarituba,SP,2008,9267.257755913924
3553005,Taguaí,SP,2008,451.3552534284523
3535804,Paranapanema,SP,2008,14339.689521969378
3528601,Manduri,SP,2008,2558.4626988470814
3511409,Cerqueira César,SP,2008,3986.230836299331
3533809,Óleo,SP,2008,1002.7616770547066
3504503,Avaré,SP,2008,2946.6524975453817
3521804,Itaí,SP,2008,18658.174837017275
3554003,Tatuí,SP,2008,1223.0561220207662
3541653,Quadra,SP,2008,458.89445348266605
3511607,Cesário Lange,SP,2008,180.8108506510895
3537503,Pereiras,SP,2008,130.8970646822821
3554656,Torre de Pedra,SP,2008,1.893276025390625
3540507,Porangaba,SP,2008,25.609581640625
3507456,Borebi,SP,2008,193.6702068571203
3528007,Macatuba,SP,2008,1.0755072814941407
3526803,Lençóis Paulista,SP,2008,41.08930396118164
3520004,Igaraçu do Tietê,SP,2008,0.082715283203125
3529807,Mineiros do Tietê,SP,2008,6.371139855957031
3505302,Barra Bonita,SP,2008,0.0
3554706,Torrinha,SP,2008,11.176368005371094
3507506,Botucatu,SP,2008,791.8672416394044
3506904,Bofete,SP,2008,188.1610620788574
3512308,Conchas,SP,2008,159.27610933837892
3536109,Pardinho,SP,2008,1019.913233996893
3503604,Areiópolis,SP,2008,2.231391845703125
3502309,Anhembi,SP,2008,83.11458530273437
3550100,São Manuel,SP,2008,24.284601678466796
3523503,Itatinga,SP,2008,1097.5270600541178
3541059,Pratânia,SP,2008,43.68247891235352
3534708,Ourinhos,SP,2008,2777.8970789929194
3510153,Canitar,SP,2008,76.76265155215994
3557204,Chavantes,SP,2008,270.9670851439712
3520905,Ipaussu,SP,2008,578.980330500584
3506300,Bernardino de Campos,SP,2008,2485.7438105304554
3545407,Salto Grande,SP,2008,7177.514681733232
3515194,Espírito Santo do Turvo,SP,2008,108.43285551757812
3519501,Ibirarema,SP,2008,5489.212676696514
3515400,Fartura,SP,2008,655.4601676330805
3554201,Tejupá,SP,2008,832.7659611780025
3538808,Piraju,SP,2008,3132.380634308196
3551207,Sarutaiá,SP,2008,627.3560613455977
3554607,Timburi,SP,2008,734.0694526247271
3523602,Itirapina,SP,2008,171.55621949462892
3533403,Nova Odessa,SP,2008,113.83834014380362
3545803,Santa Bárbara d'Oeste,SP,2008,37.75055970458985
3520509,Indaiatuba,SP,2008,715.4987192204255
3501608,Americana,SP,2008,41.99548437411439
3524709,Jaguariúna,SP,2008,231.45333030311735
3548005,Santo Antônio de Posse,SP,2008,1346.660203920037
3519055,Holambra,SP,2008,809.1388607205739
3503802,Artur Nogueira,SP,2008,625.1746621526502
3514908,Elias Fausto,SP,2008,170.05349094795974
3537107,Pedreira,SP,2008,5.356246886417165
3556206,Valinhos,SP,2008,13.794143737481807
3552403,Sumaré,SP,2008,414.98693007501345
3519071,Hortolândia,SP,2008,207.04583811513862
3556701,Vinhedo,SP,2008,7.416574719238281
