ano,cultura,area_ha
2008,soja,0.0
2008,milho,961.0
2008,cana,40.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,1065.0
2009,cana,0.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,1120.0
2010,cana,45.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,1130.0
2011,cana,50.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,970.0
2012,cana,50.0
2012,algodao,0.0
2013,soja,4380.0
2013,milho,815.0
2013,cana,50.0
2013,algodao,0.0
2014,soja,16500.0
2014,milho,810.0
2014,cana,85.0
2014,algodao,0.0
2015,soja,10850.0
2015,milho,666.0
2015,cana,65.0
2015,algodao,0.0
2016,soja,14497.0
2016,milho,629.0
2016,cana,65.0
2016,algodao,0.0
2017,soja,17900.0
2017,milho,624.0
2017,cana,55.0
2017,algodao,0.0
2018,soja,12300.0
2018,milho,537.0
2018,cana,126.0
2018,algodao,0.0
2019,soja,11550.0
2019,milho,482.0
2019,cana,118.0
2019,algodao,0.0
2020,soja,12200.0
2020,milho,506.0
2020,cana,107.0
2020,algodao,0.0
2021,soja,4340.0
2021,milho,522.0
2021,cana,97.0
2021,algodao,0.0
2022,soja,4144.0
2022,milho,1053.0
2022,cana,88.0
2022,algodao,0.0
2023,soja,5370.0
2023,milho,1010.0
2023,cana,84.0
2023,algodao,0.0
2024,soja,5500.0
2024,milho,825.0
2024,cana,96.0
2024,algodao,0.0
