ano,cultura,area_ha
2008,soja,0.0
2008,milho,4575.0
2008,cana,109491.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,4769.0
2009,cana,109375.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,4161.0
2010,cana,108717.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,4341.0
2011,cana,80346.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,3571.0
2012,cana,93271.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,3245.0
2013,cana,83495.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,2654.0
2014,cana,77205.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,1218.0
2015,cana,71360.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,1583.0
2016,cana,49555.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,1629.0
2017,cana,48004.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,1550.0
2018,cana,44854.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,787.0
2019,cana,44946.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,769.0
2020,cana,45254.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,788.0
2021,cana,54842.0
2021,algodao,0.0
2022,soja,45.0
2022,milho,665.0
2022,cana,52530.0
2022,algodao,0.0
2023,soja,430.0
2023,milho,776.0
2023,cana,45503.0
2023,algodao,0.0
2024,soja,440.0
2024,milho,806.0
2024,cana,48500.0
2024,algodao,0.0
