ano,cultura,area_ha
2008,soja,0.0
2008,milho,40635.0
2008,cana,7206.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,38647.0
2009,cana,7443.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,36208.0
2010,cana,7798.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,35788.0
2011,cana,8364.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,35805.0
2012,cana,8434.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,34344.0
2013,cana,8434.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,34214.0
2014,cana,6929.0
2014,algodao,0.0
2015,soja,3.0
2015,milho,28575.0
2015,cana,8471.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,19962.0
2016,cana,6975.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,12669.0
2017,cana,3835.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,9816.0
2018,cana,3797.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,10450.0
2019,cana,3762.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,10483.0
2020,cana,3848.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,10415.0
2021,cana,3194.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,9940.0
2022,cana,2628.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,9031.0
2023,cana,2961.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,7596.0
2024,cana,2863.0
2024,algodao,0.0
