ano,cultura,area_ha
2008,soja,0.0
2008,milho,9837.0
2008,cana,38215.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,9966.0
2009,cana,41251.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,9688.0
2010,cana,45978.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,8520.0
2011,cana,50301.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,7968.0
2012,cana,52381.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,10262.0
2013,cana,52075.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,10613.0
2014,cana,52123.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,11157.0
2015,cana,57258.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,13445.0
2016,cana,57722.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,12791.0
2017,cana,45064.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,12881.0
2018,cana,39809.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,12974.0
2019,cana,34426.0
2019,algodao,55.0
2020,soja,0.0
2020,milho,15833.0
2020,cana,37257.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,22505.0
2021,cana,35938.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,22993.0
2022,cana,39480.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,24145.0
2023,cana,43460.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,22423.0
2024,cana,49990.0
2024,algodao,0.0
