ano,cultura,area_ha
2008,soja,143470.0
2008,milho,26150.0
2008,cana,146.0
2008,algodao,0.0
2009,soja,127185.0
2009,milho,26750.0
2009,cana,146.0
2009,algodao,0.0
2010,soja,142000.0
2010,milho,26750.0
2010,cana,146.0
2010,algodao,0.0
2011,soja,137000.0
2011,milho,19970.0
2011,cana,132.0
2011,algodao,0.0
2012,soja,164148.0
2012,milho,22800.0
2012,cana,130.0
2012,algodao,0.0
2013,soja,200190.0
2013,milho,23700.0
2013,cana,100.0
2013,algodao,0.0
2014,soja,219004.0
2014,milho,24630.0
2014,cana,100.0
2014,algodao,0.0
2015,soja,232950.0
2015,milho,22188.0
2015,cana,0.0
2015,algodao,0.0
2016,soja,235637.0
2016,milho,24530.0
2016,cana,0.0
2016,algodao,0.0
2017,soja,255390.0
2017,milho,26380.0
2017,cana,0.0
2017,algodao,0.0
2018,soja,267766.0
2018,milho,25290.0
2018,cana,0.0
2018,algodao,0.0
2019,soja,304441.0
2019,milho,26340.0
2019,cana,0.0
2019,algodao,0.0
2020,soja,356128.0
2020,milho,25054.0
2020,cana,0.0
2020,algodao,0.0
2021,soja,358772.0
2021,milho,28830.0
2021,cana,0.0
2021,algodao,0.0
2022,soja,453241.0
2022,milho,39375.0
2022,cana,0.0
2022,algodao,0.0
2023,soja,497687.0
2023,milho,48193.0
2023,cana,0.0
2023,algodao,0.0
2024,soja,539660.0
2024,milho,47935.0
2024,cana,0.0
2024,algodao,0.0
