ano,cultura,area_ha
2008,soja,0.0
2008,milho,7535.0
2008,cana,2078.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,6815.0
2009,cana,2126.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,9335.0
2010,cana,1269.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,8185.0
2011,cana,1565.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,8470.0
2012,cana,1485.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,4206.0
2013,cana,1472.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,4749.0
2014,cana,1412.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,4694.0
2015,cana,1392.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,4474.0
2016,cana,1250.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,3744.0
2017,cana,1255.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,3662.0
2018,cana,580.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,4182.0
2019,cana,400.0
2019,algodao,0.0
2020,soja,9.0
2020,milho,5030.0
2020,cana,400.0
2020,algodao,0.0
2021,soja,9.0
2021,milho,5087.0
2021,cana,408.0
2021,algodao,0.0
2022,soja,9.0
2022,milho,5324.0
2022,cana,406.0
2022,algodao,0.0
2023,soja,645.0
2023,milho,4782.0
2023,cana,404.0
2023,algodao,0.0
2024,soja,645.0
2024,milho,4663.0
2024,cana,404.0
2024,algodao,0.0
