ano,cultura,area_ha
2008,soja,0.0
2008,milho,4116.0
2008,cana,4742.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,4248.0
2009,cana,3420.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,4965.0
2010,cana,3969.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,5300.0
2011,cana,4361.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,4699.0
2012,cana,4356.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,5397.0
2013,cana,4329.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,5521.0
2014,cana,4177.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,5452.0
2015,cana,3637.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,5091.0
2016,cana,4323.0
2016,algodao,0.0
2017,soja,20.0
2017,milho,2590.0
2017,cana,738.0
2017,algodao,0.0
2018,soja,20.0
2018,milho,2414.0
2018,cana,657.0
2018,algodao,0.0
2019,soja,20.0
2019,milho,2406.0
2019,cana,650.0
2019,algodao,0.0
2020,soja,25.0
2020,milho,2010.0
2020,cana,461.0
2020,algodao,0.0
2021,soja,20.0
2021,milho,2467.0
2021,cana,455.0
2021,algodao,0.0
2022,soja,26.0
2022,milho,2405.0
2022,cana,476.0
2022,algodao,0.0
2023,soja,28.0
2023,milho,2710.0
2023,cana,488.0
2023,algodao,0.0
2024,soja,30.0
2024,milho,2559.0
2024,cana,498.0
2024,algodao,0.0
