ano,cultura,area_ha
2008,soja,512.0
2008,milho,93341.0
2008,cana,808.0
2008,algodao,2070.0
2009,soja,975.0
2009,milho,99541.0
2009,cana,1272.0
2009,algodao,1046.0
2010,soja,1020.0
2010,milho,49938.0
2010,cana,1425.0
2010,algodao,999.0
2011,soja,0.0
2011,milho,104208.0
2011,cana,1998.0
2011,algodao,1890.0
2012,soja,1145.0
2012,milho,37688.0
2012,cana,2003.0
2012,algodao,553.0
2013,soja,0.0
2013,milho,40900.0
2013,cana,2045.0
2013,algodao,586.0
2014,soja,0.0
2014,milho,57048.0
2014,cana,2336.0
2014,algodao,374.0
2015,soja,0.0
2015,milho,68796.0
2015,cana,2516.0
2015,algodao,324.0
2016,soja,0.0
2016,milho,58923.0
2016,cana,2498.0
2016,algodao,349.0
2017,soja,0.0
2017,milho,77349.0
2017,cana,2276.0
2017,algodao,431.0
2018,soja,0.0
2018,milho,86503.0
2018,cana,1428.0
2018,algodao,1073.0
2019,soja,0.0
2019,milho,83752.0
2019,cana,202.0
2019,algodao,969.0
2020,soja,450.0
2020,milho,74021.0
2020,cana,243.0
2020,algodao,847.0
2021,soja,980.0
2021,milho,80432.0
2021,cana,293.0
2021,algodao,1613.0
2022,soja,820.0
2022,milho,82325.0
2022,cana,251.0
2022,algodao,889.0
2023,soja,2976.0
2023,milho,80045.0
2023,cana,174.0
2023,algodao,2232.0
2024,soja,2003.0
2024,milho,70772.0
2024,cana,166.0
2024,algodao,901.0
