ano,cultura,area_ha
2008,soja,1162550.0
2008,milho,276175.0
2008,cana,10340.0
2008,algodao,0.0
2009,soja,1151350.0
2009,milho,296715.0
2009,cana,10194.0
2009,algodao,0.0
2010,soja,1169500.0
2010,milho,227895.0
2010,cana,10237.0
2010,algodao,0.0
2011,soja,1172940.0
2011,milho,213370.0
2011,cana,9010.0
2011,algodao,0.0
2012,soja,1180495.0
2012,milho,213552.0
2012,cana,8319.0
2012,algodao,0.0
2013,soja,1202120.0
2013,milho,211619.0
2013,cana,7366.0
2013,algodao,0.0
2014,soja,1224303.0
2014,milho,164345.0
2014,cana,6399.0
2014,algodao,0.0
2015,soja,1251577.0
2015,milho,158467.0
2015,cana,5029.0
2015,algodao,0.0
2016,soja,1283231.0
2016,milho,144451.0
2016,cana,4742.0
2016,algodao,0.0
2017,soja,1295904.0
2017,milho,176867.0
2017,cana,4230.0
2017,algodao,0.0
2018,soja,1300023.0
2018,milho,152910.0
2018,cana,4064.0
2018,algodao,0.0
2019,soja,1263316.0
2019,milho,178397.0
2019,cana,3780.0
2019,algodao,0.0
2020,soja,1269315.0
2020,milho,180986.0
2020,cana,3679.0
2020,algodao,0.0
2021,soja,1278471.0
2021,milho,183897.0
2021,cana,3614.0
2021,algodao,0.0
2022,soja,1287482.0
2022,milho,169960.0
2022,cana,3193.0
2022,algodao,0.0
2023,soja,1319556.0
2023,milho,192651.0
2023,cana,2680.0
2023,algodao,0.0
2024,soja,1343555.0
2024,milho,197618.0
2024,cana,2455.0
2024,algodao,0.0
