ano,cultura,area_ha
2008,soja,0.0
2008,milho,160783.0
2008,cana,1375.0
2008,algodao,1225.0
2009,soja,0.0
2009,milho,184060.0
2009,cana,987.0
2009,algodao,2194.0
2010,soja,0.0
2010,milho,132760.0
2010,cana,2543.0
2010,algodao,1982.0
2011,soja,0.0
2011,milho,146556.0
2011,cana,1427.0
2011,algodao,944.0
2012,soja,0.0
2012,milho,86024.0
2012,cana,908.0
2012,algodao,634.0
2013,soja,0.0
2013,milho,60336.0
2013,cana,992.0
2013,algodao,1212.0
2014,soja,0.0
2014,milho,113220.0
2014,cana,3412.0
2014,algodao,545.0
2015,soja,0.0
2015,milho,110900.0
2015,cana,249.0
2015,algodao,944.0
2016,soja,0.0
2016,milho,64492.0
2016,cana,1232.0
2016,algodao,944.0
2017,soja,433.0
2017,milho,44849.0
2017,cana,1239.0
2017,algodao,243.0
2018,soja,200.0
2018,milho,44095.0
2018,cana,811.0
2018,algodao,310.0
2019,soja,150.0
2019,milho,41490.0
2019,cana,694.0
2019,algodao,257.0
2020,soja,230.0
2020,milho,33460.0
2020,cana,4193.0
2020,algodao,5.0
2021,soja,200.0
2021,milho,35787.0
2021,cana,2307.0
2021,algodao,310.0
2022,soja,239.0
2022,milho,35322.0
2022,cana,2368.0
2022,algodao,5.0
2023,soja,361.0
2023,milho,36388.0
2023,cana,2429.0
2023,algodao,5.0
2024,soja,377.0
2024,milho,36096.0
2024,cana,2637.0
2024,algodao,6.0
