ano,cultura,area_ha
2008,soja,88500.0
2008,milho,78963.0
2008,cana,918.0
2008,algodao,0.0
2009,soja,92750.0
2009,milho,71645.0
2009,cana,929.0
2009,algodao,0.0
2010,soja,100700.0
2010,milho,66252.0
2010,cana,520.0
2010,algodao,0.0
2011,soja,102500.0
2011,milho,68947.0
2011,cana,729.0
2011,algodao,0.0
2012,soja,94370.0
2012,milho,69222.0
2012,cana,1019.0
2012,algodao,0.0
2013,soja,117400.0
2013,milho,55313.0
2013,cana,701.0
2013,algodao,0.0
2014,soja,124100.0
2014,milho,48492.0
2014,cana,1301.0
2014,algodao,0.0
2015,soja,135900.0
2015,milho,40840.0
2015,cana,1096.0
2015,algodao,0.0
2016,soja,143500.0
2016,milho,33290.0
2016,cana,1098.0
2016,algodao,0.0
2017,soja,140300.0
2017,milho,34090.0
2017,cana,1098.0
2017,algodao,0.0
2018,soja,146700.0
2018,milho,26990.0
2018,cana,244.0
2018,algodao,0.0
2019,soja,145200.0
2019,milho,30020.0
2019,cana,252.0
2019,algodao,0.0
2020,soja,144800.0
2020,milho,30837.0
2020,cana,252.0
2020,algodao,0.0
2021,soja,157050.0
2021,milho,33760.0
2021,cana,252.0
2021,algodao,0.0
2022,soja,162250.0
2022,milho,36797.0
2022,cana,252.0
2022,algodao,0.0
2023,soja,164800.0
2023,milho,33535.0
2023,cana,252.0
2023,algodao,0.0
2024,soja,169800.0
2024,milho,30440.0
2024,cana,252.0
2024,algodao,0.0
