ano,cultura,area_ha
2008,soja,34550.0
2008,milho,116273.0
2008,cana,30384.0
2008,algodao,2183.0
2009,soja,31580.0
2009,milho,113634.0
2009,cana,30998.0
2009,algodao,2237.0
2010,soja,33110.0
2010,milho,113661.0
2010,cana,31186.0
2010,algodao,2227.0
2011,soja,41073.0
2011,milho,109996.0
2011,cana,37801.0
2011,algodao,4375.0
2012,soja,40310.0
2012,milho,108764.0
2012,cana,38381.0
2012,algodao,5166.0
2013,soja,41766.0
2013,milho,104265.0
2013,cana,39332.0
2013,algodao,4791.0
2014,soja,31854.0
2014,milho,104549.0
2014,cana,34347.0
2014,algodao,3612.0
2015,soja,34290.0
2015,milho,98692.0
2015,cana,36470.0
2015,algodao,3857.0
2016,soja,45388.0
2016,milho,98259.0
2016,cana,37950.0
2016,algodao,4221.0
2017,soja,50751.0
2017,milho,72530.0
2017,cana,22128.0
2017,algodao,4336.0
2018,soja,46674.0
2018,milho,69677.0
2018,cana,19918.0
2018,algodao,4682.0
2019,soja,51377.0
2019,milho,75814.0
2019,cana,20126.0
2019,algodao,8114.0
2020,soja,51628.0
2020,milho,69944.0
2020,cana,20357.0
2020,algodao,8115.0
2021,soja,54963.0
2021,milho,70900.0
2021,cana,19207.0
2021,algodao,5026.0
2022,soja,52424.0
2022,milho,74310.0
2022,cana,17781.0
2022,algodao,5812.0
2023,soja,86604.0
2023,milho,73627.0
2023,cana,18834.0
2023,algodao,5259.0
2024,soja,83004.0
2024,milho,71735.0
2024,cana,19264.0
2024,algodao,4773.0
