ano,cultura,area_ha
2008,soja,0.0
2008,milho,86649.0
2008,cana,109.0
2008,algodao,1383.0
2009,soja,0.0
2009,milho,102312.0
2009,cana,131.0
2009,algodao,1723.0
2010,soja,0.0
2010,milho,84297.0
2010,cana,128.0
2010,algodao,1214.0
2011,soja,0.0
2011,milho,102370.0
2011,cana,109.0
2011,algodao,1784.0
2012,soja,0.0
2012,milho,83726.0
2012,cana,120.0
2012,algodao,1248.0
2013,soja,0.0
2013,milho,97214.0
2013,cana,103.0
2013,algodao,1161.0
2014,soja,0.0
2014,milho,94872.0
2014,cana,91.0
2014,algodao,1024.0
2015,soja,0.0
2015,milho,95838.0
2015,cana,102.0
2015,algodao,949.0
2016,soja,0.0
2016,milho,99095.0
2016,cana,84.0
2016,algodao,980.0
2017,soja,300.0
2017,milho,98213.0
2017,cana,61.0
2017,algodao,749.0
2018,soja,750.0
2018,milho,100345.0
2018,cana,50.0
2018,algodao,1010.0
2019,soja,1200.0
2019,milho,80805.0
2019,cana,72.0
2019,algodao,1327.0
2020,soja,1200.0
2020,milho,86457.0
2020,cana,72.0
2020,algodao,1323.0
2021,soja,1200.0
2021,milho,82228.0
2021,cana,75.0
2021,algodao,851.0
2022,soja,1222.0
2022,milho,77037.0
2022,cana,74.0
2022,algodao,700.0
2023,soja,1450.0
2023,milho,83685.0
2023,cana,58.0
2023,algodao,431.0
2024,soja,1450.0
2024,milho,88373.0
2024,cana,60.0
2024,algodao,367.0
