ano,cultura,area_ha
2008,soja,44670.0
2008,milho,81361.0
2008,cana,1083.0
2008,algodao,296.0
2009,soja,45904.0
2009,milho,78473.0
2009,cana,1164.0
2009,algodao,0.0
2010,soja,48322.0
2010,milho,83278.0
2010,cana,1220.0
2010,algodao,0.0
2011,soja,51570.0
2011,milho,84257.0
2011,cana,1417.0
2011,algodao,0.0
2012,soja,56802.0
2012,milho,78860.0
2012,cana,1458.0
2012,algodao,0.0
2013,soja,61095.0
2013,milho,78887.0
2013,cana,1355.0
2013,algodao,0.0
2014,soja,63742.0
2014,milho,77024.0
2014,cana,1349.0
2014,algodao,0.0
2015,soja,70810.0
2015,milho,54306.0
2015,cana,1186.0
2015,algodao,0.0
2016,soja,69950.0
2016,milho,44591.0
2016,cana,1021.0
2016,algodao,0.0
2017,soja,71704.0
2017,milho,39925.0
2017,cana,1046.0
2017,algodao,0.0
2018,soja,73694.0
2018,milho,34655.0
2018,cana,1101.0
2018,algodao,0.0
2019,soja,64870.0
2019,milho,26659.0
2019,cana,748.0
2019,algodao,0.0
2020,soja,66485.0
2020,milho,26618.0
2020,cana,579.0
2020,algodao,0.0
2021,soja,66056.0
2021,milho,24934.0
2021,cana,491.0
2021,algodao,0.0
2022,soja,67485.0
2022,milho,24410.0
2022,cana,506.0
2022,algodao,0.0
2023,soja,68189.0
2023,milho,23429.0
2023,cana,432.0
2023,algodao,0.0
2024,soja,68721.0
2024,milho,20817.0
2024,cana,469.0
2024,algodao,0.0
