ano,cultura,area_ha
2008,soja,44211.0
2008,milho,53341.0
2008,cana,345650.0
2008,algodao,1691.0
2009,soja,38024.0
2009,milho,38684.0
2009,cana,400351.0
2009,algodao,907.0
2010,soja,37424.0
2010,milho,34730.0
2010,cana,455972.0
2010,algodao,1758.0
2011,soja,39110.0
2011,milho,46534.0
2011,cana,490229.0
2011,algodao,2464.0
2012,soja,46348.0
2012,milho,53268.0
2012,cana,534758.0
2012,algodao,1985.0
2013,soja,49406.0
2013,milho,56171.0
2013,cana,562154.0
2013,algodao,1281.0
2014,soja,55890.0
2014,milho,56970.0
2014,cana,603217.0
2014,algodao,1723.0
2015,soja,62632.0
2015,milho,54716.0
2015,cana,595687.0
2015,algodao,1327.0
2016,soja,60410.0
2016,milho,60657.0
2016,cana,573194.0
2016,algodao,1352.0
2017,soja,66849.0
2017,milho,63082.0
2017,cana,551964.0
2017,algodao,1202.0
2018,soja,68309.0
2018,milho,63730.0
2018,cana,506575.0
2018,algodao,862.0
2019,soja,75713.0
2019,milho,67205.0
2019,cana,507731.0
2019,algodao,1681.0
2020,soja,87441.0
2020,milho,75728.0
2020,cana,532005.0
2020,algodao,1542.0
2021,soja,86475.0
2021,milho,75910.0
2021,cana,565891.0
2021,algodao,1205.0
2022,soja,88707.0
2022,milho,76889.0
2022,cana,556804.0
2022,algodao,724.0
2023,soja,90844.0
2023,milho,77261.0
2023,cana,555606.0
2023,algodao,1174.0
2024,soja,103765.0
2024,milho,74519.0
2024,cana,560964.0
2024,algodao,2226.0
