ano,cultura,area_ha
2008,soja,0.0
2008,milho,21315.0
2008,cana,11642.0
2008,algodao,3455.0
2009,soja,0.0
2009,milho,25356.0
2009,cana,8928.0
2009,algodao,3060.0
2010,soja,0.0
2010,milho,29719.0
2010,cana,8178.0
2010,algodao,2745.0
2011,soja,0.0
2011,milho,25771.0
2011,cana,11298.0
2011,algodao,3285.0
2012,soja,0.0
2012,milho,19851.0
2012,cana,11636.0
2012,algodao,3205.0
2013,soja,0.0
2013,milho,28403.0
2013,cana,10996.0
2013,algodao,2790.0
2014,soja,0.0
2014,milho,23877.0
2014,cana,10273.0
2014,algodao,2384.0
2015,soja,0.0
2015,milho,28595.0
2015,cana,9742.0
2015,algodao,2221.0
2016,soja,0.0
2016,milho,26472.0
2016,cana,10036.0
2016,algodao,822.0
2017,soja,0.0
2017,milho,20417.0
2017,cana,3606.0
2017,algodao,1432.0
2018,soja,0.0
2018,milho,15322.0
2018,cana,3622.0
2018,algodao,815.0
2019,soja,0.0
2019,milho,15736.0
2019,cana,3419.0
2019,algodao,537.0
2020,soja,0.0
2020,milho,13767.0
2020,cana,3037.0
2020,algodao,368.0
2021,soja,0.0
2021,milho,15421.0
2021,cana,3499.0
2021,algodao,742.0
2022,soja,0.0
2022,milho,14912.0
2022,cana,3605.0
2022,algodao,472.0
2023,soja,1200.0
2023,milho,16329.0
2023,cana,3705.0
2023,algodao,281.0
2024,soja,2000.0
2024,milho,15438.0
2024,cana,3367.0
2024,algodao,172.0
