ano,cultura,area_ha
2008,soja,0.0
2008,milho,102454.0
2008,cana,142.0
2008,algodao,95.0
2009,soja,0.0
2009,milho,103409.0
2009,cana,142.0
2009,algodao,75.0
2010,soja,0.0
2010,milho,75612.0
2010,cana,142.0
2010,algodao,75.0
2011,soja,0.0
2011,milho,121816.0
2011,cana,142.0
2011,algodao,75.0
2012,soja,0.0
2012,milho,87705.0
2012,cana,142.0
2012,algodao,27.0
2013,soja,0.0
2013,milho,50769.0
2013,cana,142.0
2013,algodao,10.0
2014,soja,0.0
2014,milho,82647.0
2014,cana,133.0
2014,algodao,27.0
2015,soja,0.0
2015,milho,86155.0
2015,cana,121.0
2015,algodao,25.0
2016,soja,0.0
2016,milho,92552.0
2016,cana,98.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,97225.0
2017,cana,98.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,99235.0
2018,cana,39.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,92070.0
2019,cana,43.0
2019,algodao,293.0
2020,soja,0.0
2020,milho,96110.0
2020,cana,43.0
2020,algodao,281.0
2021,soja,0.0
2021,milho,97940.0
2021,cana,43.0
2021,algodao,231.0
2022,soja,0.0
2022,milho,101788.0
2022,cana,43.0
2022,algodao,190.0
2023,soja,0.0
2023,milho,100160.0
2023,cana,46.0
2023,algodao,256.0
2024,soja,0.0
2024,milho,102690.0
2024,cana,52.0
2024,algodao,335.0
