ano,cultura,area_ha
2008,soja,0.0
2008,milho,3922.0
2008,cana,393527.0
2008,algodao,10.0
2009,soja,0.0
2009,milho,3407.0
2009,cana,393526.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,1928.0
2010,cana,393426.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,1430.0
2011,cana,393426.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,993.0
2012,cana,392272.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,1235.0
2013,cana,403451.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,1261.0
2014,cana,380890.0
2014,algodao,0.0
2015,soja,108.0
2015,milho,1332.0
2015,cana,283223.0
2015,algodao,0.0
2016,soja,208.0
2016,milho,2861.0
2016,cana,282117.0
2016,algodao,0.0
2017,soja,215.0
2017,milho,3229.0
2017,cana,299468.0
2017,algodao,0.0
2018,soja,836.0
2018,milho,6329.0
2018,cana,264943.0
2018,algodao,90.0
2019,soja,1411.0
2019,milho,6746.0
2019,cana,279427.0
2019,algodao,91.0
2020,soja,1172.0
2020,milho,7082.0
2020,cana,247905.0
2020,algodao,525.0
2021,soja,2410.0
2021,milho,7739.0
2021,cana,269935.0
2021,algodao,850.0
2022,soja,2580.0
2022,milho,5433.0
2022,cana,259165.0
2022,algodao,590.0
2023,soja,4296.0
2023,milho,3790.0
2023,cana,270301.0
2023,algodao,0.0
2024,soja,4604.0
2024,milho,3918.0
2024,cana,252341.0
2024,algodao,0.0
