ano,cultura,area_ha
2008,soja,0.0
2008,milho,10226.0
2008,cana,1728.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,8013.0
2009,cana,1609.0
2009,algodao,0.0
2010,soja,200.0
2010,milho,9476.0
2010,cana,1936.0
2010,algodao,0.0
2011,soja,200.0
2011,milho,6201.0
2011,cana,895.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,8922.0
2012,cana,410.0
2012,algodao,0.0
2013,soja,650.0
2013,milho,5606.0
2013,cana,2590.0
2013,algodao,0.0
2014,soja,70.0
2014,milho,5471.0
2014,cana,2490.0
2014,algodao,0.0
2015,soja,735.0
2015,milho,5706.0
2015,cana,2455.0
2015,algodao,0.0
2016,soja,1280.0
2016,milho,6316.0
2016,cana,2557.0
2016,algodao,0.0
2017,soja,1220.0
2017,milho,5447.0
2017,cana,2483.0
2017,algodao,0.0
2018,soja,1340.0
2018,milho,3571.0
2018,cana,2515.0
2018,algodao,0.0
2019,soja,1590.0
2019,milho,3067.0
2019,cana,2345.0
2019,algodao,0.0
2020,soja,2980.0
2020,milho,3558.0
2020,cana,2376.0
2020,algodao,0.0
2021,soja,1856.0
2021,milho,4790.0
2021,cana,2390.0
2021,algodao,0.0
2022,soja,3770.0
2022,milho,5644.0
2022,cana,2383.0
2022,algodao,0.0
2023,soja,6430.0
2023,milho,5196.0
2023,cana,2149.0
2023,algodao,0.0
2024,soja,6270.0
2024,milho,4700.0
2024,cana,2161.0
2024,algodao,0.0
