ano,cultura,area_ha
2008,soja,890.0
2008,milho,70670.0
2008,cana,5426.0
2008,algodao,0.0
2009,soja,800.0
2009,milho,70086.0
2009,cana,4664.0
2009,algodao,0.0
2010,soja,2160.0
2010,milho,68012.0
2010,cana,4639.0
2010,algodao,0.0
2011,soja,2800.0
2011,milho,61120.0
2011,cana,4908.0
2011,algodao,0.0
2012,soja,3305.0
2012,milho,63545.0
2012,cana,4976.0
2012,algodao,0.0
2013,soja,8300.0
2013,milho,65188.0
2013,cana,4884.0
2013,algodao,0.0
2014,soja,10180.0
2014,milho,67938.0
2014,cana,4309.0
2014,algodao,0.0
2015,soja,12890.0
2015,milho,65290.0
2015,cana,3879.0
2015,algodao,0.0
2016,soja,21040.0
2016,milho,64678.0
2016,cana,3659.0
2016,algodao,0.0
2017,soja,15261.0
2017,milho,40673.0
2017,cana,2844.0
2017,algodao,0.0
2018,soja,16421.0
2018,milho,42315.0
2018,cana,2702.0
2018,algodao,0.0
2019,soja,23091.0
2019,milho,56825.0
2019,cana,2822.0
2019,algodao,0.0
2020,soja,22700.0
2020,milho,61925.0
2020,cana,3098.0
2020,algodao,0.0
2021,soja,26882.0
2021,milho,64640.0
2021,cana,2738.0
2021,algodao,0.0
2022,soja,34485.0
2022,milho,72265.0
2022,cana,2274.0
2022,algodao,0.0
2023,soja,47400.0
2023,milho,75965.0
2023,cana,2505.0
2023,algodao,0.0
2024,soja,50120.0
2024,milho,77465.0
2024,cana,2404.0
2024,algodao,0.0
