ano,cultura,area_ha
2008,soja,0.0
2008,milho,30897.0
2008,cana,65440.0
2008,algodao,1637.0
2009,soja,0.0
2009,milho,32336.0
2009,cana,67020.0
2009,algodao,1512.0
2010,soja,0.0
2010,milho,16972.0
2010,cana,64930.0
2010,algodao,236.0
2011,soja,0.0
2011,milho,33503.0
2011,cana,58991.0
2011,algodao,288.0
2012,soja,0.0
2012,milho,6328.0
2012,cana,71024.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,19869.0
2013,cana,66065.0
2013,algodao,50.0
2014,soja,0.0
2014,milho,15415.0
2014,cana,65645.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,19986.0
2015,cana,59275.0
2015,algodao,250.0
2016,soja,0.0
2016,milho,15435.0
2016,cana,60365.0
2016,algodao,250.0
2017,soja,0.0
2017,milho,10991.0
2017,cana,62655.0
2017,algodao,250.0
2018,soja,0.0
2018,milho,15546.0
2018,cana,64165.0
2018,algodao,250.0
2019,soja,0.0
2019,milho,22501.0
2019,cana,64060.0
2019,algodao,300.0
2020,soja,0.0
2020,milho,21966.0
2020,cana,68600.0
2020,algodao,250.0
2021,soja,0.0
2021,milho,10385.0
2021,cana,66515.0
2021,algodao,250.0
2022,soja,0.0
2022,milho,18418.0
2022,cana,68475.0
2022,algodao,256.0
2023,soja,0.0
2023,milho,22051.0
2023,cana,65613.0
2023,algodao,432.0
2024,soja,0.0
2024,milho,24732.0
2024,cana,64388.0
2024,algodao,670.0
