ano,cultura,area_ha
2008,soja,0.0
2008,milho,51719.0
2008,cana,420.0
2008,algodao,7730.0
2009,soja,0.0
2009,milho,50816.0
2009,cana,528.0
2009,algodao,6293.0
2010,soja,0.0
2010,milho,12496.0
2010,cana,346.0
2010,algodao,444.0
2011,soja,0.0
2011,milho,36110.0
2011,cana,423.0
2011,algodao,3381.0
2012,soja,0.0
2012,milho,14766.0
2012,cana,219.0
2012,algodao,449.0
2013,soja,0.0
2013,milho,21150.0
2013,cana,53.0
2013,algodao,476.0
2014,soja,0.0
2014,milho,25637.0
2014,cana,254.0
2014,algodao,257.0
2015,soja,0.0
2015,milho,18177.0
2015,cana,203.0
2015,algodao,32.0
2016,soja,0.0
2016,milho,17035.0
2016,cana,122.0
2016,algodao,21.0
2017,soja,0.0
2017,milho,18798.0
2017,cana,74.0
2017,algodao,16.0
2018,soja,0.0
2018,milho,23292.0
2018,cana,75.0
2018,algodao,16.0
2019,soja,0.0
2019,milho,29607.0
2019,cana,107.0
2019,algodao,24.0
2020,soja,0.0
2020,milho,30845.0
2020,cana,124.0
2020,algodao,23.0
2021,soja,0.0
2021,milho,29706.0
2021,cana,152.0
2021,algodao,20.0
2022,soja,0.0
2022,milho,35821.0
2022,cana,151.0
2022,algodao,43.0
2023,soja,100.0
2023,milho,38394.0
2023,cana,152.0
2023,algodao,150.0
2024,soja,100.0
2024,milho,38660.0
2024,cana,290.0
2024,algodao,162.0
