ano,cultura,area_ha
2008,soja,160110.0
2008,milho,67240.0
2008,cana,42247.0
2008,algodao,5210.0
2009,soja,183723.0
2009,milho,53880.0
2009,cana,56647.0
2009,algodao,2934.0
2010,soja,190960.0
2010,milho,40815.0
2010,cana,56401.0
2010,algodao,2954.0
2011,soja,201048.0
2011,milho,39090.0
2011,cana,69902.0
2011,algodao,16165.0
2012,soja,233226.0
2012,milho,78134.0
2012,cana,73786.0
2012,algodao,10330.0
2013,soja,288348.0
2013,milho,54188.0
2013,cana,78723.0
2013,algodao,3882.0
2014,soja,333705.0
2014,milho,74821.0
2014,cana,79956.0
2014,algodao,3717.0
2015,soja,336887.0
2015,milho,75500.0
2015,cana,90049.0
2015,algodao,1673.0
2016,soja,329585.0
2016,milho,110540.0
2016,cana,92869.0
2016,algodao,1237.0
2017,soja,316602.0
2017,milho,101281.0
2017,cana,103849.0
2017,algodao,1006.0
2018,soja,335140.0
2018,milho,71173.0
2018,cana,118003.0
2018,algodao,1700.0
2019,soja,371160.0
2019,milho,123063.0
2019,cana,114670.0
2019,algodao,1700.0
2020,soja,400000.0
2020,milho,116387.0
2020,cana,100430.0
2020,algodao,2204.0
2021,soja,459790.0
2021,milho,160540.0
2021,cana,98266.0
2021,algodao,815.0
2022,soja,549830.0
2022,milho,157666.0
2022,cana,99696.0
2022,algodao,688.0
2023,soja,615350.0
2023,milho,193840.0
2023,cana,95986.0
2023,algodao,1000.0
2024,soja,622220.0
2024,milho,189530.0
2024,cana,98559.0
2024,algodao,1030.0
