ano,cultura,area_ha
2008,soja,167491.0
2008,milho,49552.0
2008,cana,182.0
2008,algodao,11975.0
2009,soja,184764.0
2009,milho,63736.0
2009,cana,182.0
2009,algodao,7339.0
2010,soja,221193.0
2010,milho,69543.0
2010,cana,201.0
2010,algodao,3933.0
2011,soja,243529.0
2011,milho,81490.0
2011,cana,198.0
2011,algodao,10629.0
2012,soja,272993.0
2012,milho,105891.0
2012,cana,194.0
2012,algodao,16232.0
2013,soja,319109.0
2013,milho,114024.0
2013,cana,186.0
2013,algodao,8443.0
2014,soja,364794.0
2014,milho,135169.0
2014,cana,133.0
2014,algodao,10237.0
2015,soja,395977.0
2015,milho,135991.0
2015,cana,116.0
2015,algodao,12016.0
2016,soja,340872.0
2016,milho,172583.0
2016,cana,112.0
2016,algodao,3276.0
2017,soja,425542.0
2017,milho,170814.0
2017,cana,185.0
2017,algodao,3394.0
2018,soja,451770.0
2018,milho,172371.0
2018,cana,134.0
2018,algodao,4359.0
2019,soja,482750.0
2019,milho,183235.0
2019,cana,128.0
2019,algodao,8400.0
2020,soja,456362.0
2020,milho,166120.0
2020,cana,133.0
2020,algodao,9797.0
2021,soja,496090.0
2021,milho,224692.0
2021,cana,133.0
2021,algodao,6794.0
2022,soja,525002.0
2022,milho,266068.0
2022,cana,144.0
2022,algodao,8993.0
2023,soja,582344.0
2023,milho,294858.0
2023,cana,149.0
2023,algodao,12000.0
2024,soja,654377.0
2024,milho,176475.0
2024,cana,70.0
2024,algodao,21394.0
