ano,cultura,area_ha
2008,soja,762242.0
2008,milho,523934.0
2008,cana,161060.0
2008,algodao,4262.0
2009,soja,751265.0
2009,milho,448852.0
2009,cana,177926.0
2009,algodao,2616.0
2010,soja,893239.0
2010,milho,426489.0
2010,cana,181862.0
2010,algodao,86.0
2011,soja,923903.0
2011,milho,509127.0
2011,cana,178983.0
2011,algodao,950.0
2012,soja,912271.0
2012,milho,693480.0
2012,cana,176452.0
2012,algodao,1094.0
2013,soja,985970.0
2013,milho,687152.0
2013,cana,171698.0
2013,algodao,80.0
2014,soja,1046708.0
2014,milho,593177.0
2014,cana,170268.0
2014,algodao,0.0
2015,soja,1096867.0
2015,milho,587780.0
2015,cana,161019.0
2015,algodao,0.0
2016,soja,1116040.0
2016,milho,605259.0
2016,cana,164232.0
2016,algodao,0.0
2017,soja,1117913.0
2017,milho,655266.0
2017,cana,158603.0
2017,algodao,0.0
2018,soja,1137610.0
2018,milho,586566.0
2018,cana,147167.0
2018,algodao,154.0
2019,soja,1135624.0
2019,milho,622280.0
2019,cana,142156.0
2019,algodao,32.0
2020,soja,1160480.0
2020,milho,611952.0
2020,cana,137199.0
2020,algodao,0.0
2021,soja,1169165.0
2021,milho,653654.0
2021,cana,135386.0
2021,algodao,41.0
2022,soja,1220533.0
2022,milho,748492.0
2022,cana,130968.0
2022,algodao,0.0
2023,soja,1215950.0
2023,milho,736952.0
2023,cana,129449.0
2023,algodao,0.0
2024,soja,1216179.0
2024,milho,737822.0
2024,cana,114230.0
2024,algodao,184.0
