ano,uf,cultura,conab_ha
2009,BA,Milho (em grão),1637800.0000000002
2009,CE,Milho (em grão),1378300.0
2009,DF,Milho (em grão),78000.0
2009,ES,Milho (em grão),75600.0
2009,GO,Milho (em grão),1820000.0
2009,MA,Milho (em grão),746400.0
2009,MG,Milho (em grão),2580400.0
2009,MS,Milho (em grão),1877500.0
2009,MT,Milho (em grão),3280600.0
2009,PA,Milho (em grão),490200.0
2009,PB,Milho (em grão),388000.0
2009,PE,Milho (em grão),619700.0
2009,PI,Milho (em grão),659600.0
2009,PR,Milho (em grão),5566000.0
2009,RJ,Milho (em grão),16300.0
2009,RN,Milho (em grão),142200.0
2009,RO,Milho (em grão),290600.0
2009,RR,Milho (em grão),12500.0
2009,RS,Milho (em grão),2776500.0
2009,SC,Milho (em grão),1334100.0
2009,SE,Milho (em grão),345700.0
2009,SP,Milho (em grão),1834400.0
2009,TO,Milho (em grão),167899.99999999997
2010,AC,Milho (em grão),58000.0
2010,AL,Milho (em grão),116000.0
2010,AM,Milho (em grão),25800.0
2010,AP,Milho (em grão),7600.0
2010,BA,Milho (em grão),1613900.0
2010,CE,Milho (em grão),1071600.0
2010,DF,Milho (em grão),67200.0
2010,ES,Milho (em grão),68500.0
2010,GO,Milho (em grão),1625500.0
2010,MA,Milho (em grão),764400.0
2010,MG,Milho (em grão),2384300.0
2010,MS,Milho (em grão),1775500.0
2010,MT,Milho (em grão),3980100.0
2010,PA,Milho (em grão),435800.0
2010,PB,Milho (em grão),139600.0
2010,PE,Milho (em grão),544500.0
2010,PI,Milho (em grão),619900.0
2010,PR,Milho (em grão),4500100.0
2010,RJ,Milho (em grão),14000.0
2010,RN,Milho (em grão),74000.0
2010,RO,Milho (em grão),333600.0
2010,RR,Milho (em grão),12500.0
2010,RS,Milho (em grão),2302000.0
2010,SC,Milho (em grão),1187500.0
2010,SE,Milho (em grão),353800.0
2010,SP,Milho (em grão),1759500.0
2010,TO,Milho (em grão),155700.00000000003
2011,AC,Milho (em grão),75700.0
2011,AL,Milho (em grão),114200.0
2011,AM,Milho (em grão),28000.0
2011,AP,Milho (em grão),7600.0
2011,BA,Milho (em grão),1579900.0
2011,CE,Milho (em grão),1446000.0
2011,DF,Milho (em grão),65400.00000000001
2011,ES,Milho (em grão),68300.0
