CD_RGINT,NM_RGINT,SIGLA_UF,ano,cultura,area_ha
2403,Mossoró,RN,2011,algodao_herbaceo,3381
2403,Mossoró,RN,2011,cana,423
2403,Mossoró,RN,2011,milho,36110
2403,Mossoró,RN,2011,soja,0
2403,Mossoró,RN,2012,algodao_arboreo,0
2403,Mossoró,RN,2012,algodao_herbaceo,449
2403,Mossoró,RN,2012,cana,219
2403,Mossoró,RN,2012,milho,14766
2403,Mossoró,RN,2012,soja,0
2403,Mossoró,RN,2013,algodao_arboreo,0
2403,Mossoró,RN,2013,algodao_herbaceo,476
2403,Mossoró,RN,2013,cana,53
2403,Mossoró,RN,2013,milho,21150
2403,Mossoró,RN,2013,soja,0
2403,Mossoró,RN,2014,algodao_arboreo,0
2403,Mossoró,RN,2014,algodao_herbaceo,257
2403,Mossoró,RN,2014,cana,254
2403,Mossoró,RN,2014,milho,25637
2403,Mossoró,RN,2014,soja,0
2403,Mossoró,RN,2015,algodao_arboreo,0
2403,Mossoró,RN,2015,algodao_herbaceo,32
2403,Mossoró,RN,2015,cana,203
2403,Mossoró,RN,2015,milho,18177
2403,Mossoró,RN,2015,soja,0
2403,Mossoró,RN,2016,algodao_arboreo,0
2403,Mossoró,RN,2016,algodao_herbaceo,21
2403,Mossoró,RN,2016,cana,122
2403,Mossoró,RN,2016,milho,17035
2403,Mossoró,RN,2016,soja,0
2403,Mossoró,RN,2017,algodao_arboreo,0
2403,Mossoró,RN,2017,algodao_herbaceo,16
2403,Mossoró,RN,2017,cana,74
2403,Mossoró,RN,2017,milho,18798
2403,Mossoró,RN,2017,soja,0
2403,Mossoró,RN,2018,algodao_arboreo,0
2403,Mossoró,RN,2018,algodao_herbaceo,16
2403,Mossoró,RN,2018,cana,75
2403,Mossoró,RN,2018,milho,23292
2403,Mossoró,RN,2018,soja,0
2403,Mossoró,RN,2019,algodao_arboreo,0
2403,Mossoró,RN,2019,algodao_herbaceo,24
2403,Mossoró,RN,2019,cana,107
2403,Mossoró,RN,2019,milho,29607
2403,Mossoró,RN,2019,soja,0
2403,Mossoró,RN,2020,algodao_arboreo,0
2403,Mossoró,RN,2020,algodao_herbaceo,23
2403,Mossoró,RN,2020,cana,124
2403,Mossoró,RN,2020,milho,30845
2403,Mossoró,RN,2020,soja,0
2403,Mossoró,RN,2021,algodao_arboreo,0
2403,Mossoró,RN,2021,algodao_herbaceo,20
2403,Mossoró,RN,2021,cana,152
2403,Mossoró,RN,2021,milho,29706
2403,Mossoró,RN,2021,soja,0
2403,Mossoró,RN,2022,algodao_arboreo,0
2403,Mossoró,RN,2022,algodao_herbaceo,43
2403,Mossoró,RN,2022,cana,151
2403,Mossoró,RN,2022,milho,35821
2403,Mossoró,RN,2022,soja,0
2403,Mossoró,RN,2023,algodao_arboreo,0
2403,Mossoró,RN,2023,algodao_herbaceo,150
2403,Mossoró,RN,2023,cana,152
2403,Mossoró,RN,2023,milho,38394
2403,Mossoró,RN,2023,soja,100
2403,Mossoró,RN,2024,algodao_arboreo,0
2403,Mossoró,RN,2024,algodao_herbaceo,162
2403,Mossoró,RN,2024,cana,290
2403,Mossoró,RN,2024,milho,38660
2403,Mossoró,RN,2024,soja,100
2501,João Pessoa,PB,2008,algodao_arboreo,0
2501,João Pessoa,PB,2008,algodao_herbaceo,700
2501,João Pessoa,PB,2008,cana,117551
2501,João Pessoa,PB,2008,milho,29883
2501,João Pessoa,PB,2008,soja,0
2501,João Pessoa,PB,2009,algodao_arboreo,0
2501,João Pessoa,PB,2009,algodao_herbaceo,484
2501,João Pessoa,PB,2009,cana,117741
2501,João Pessoa,PB,2009,milho,30185
2501,João Pessoa,PB,2009,soja,0
2501,João Pessoa,PB,2010,algodao_arboreo,0
2501,João Pessoa,PB,2010,algodao_herbaceo,264
2501,João Pessoa,PB,2010,cana,118491
2501,João Pessoa,PB,2010,milho,11267
2501,João Pessoa,PB,2010,soja,0
2501,João Pessoa,PB,2011,algodao_arboreo,0
2501,João Pessoa,PB,2011,algodao_herbaceo,238
2501,João Pessoa,PB,2011,cana,113241
2501,João Pessoa,PB,2011,milho,26884
2501,João Pessoa,PB,2011,soja,0
2501,João Pessoa,PB,2012,algodao_arboreo,0
2501,João Pessoa,PB,2012,algodao_herbaceo,54
2501,João Pessoa,PB,2012,cana,121761
2501,João Pessoa,PB,2012,milho,10629
2501,João Pessoa,PB,2012,soja,0
2501,João Pessoa,PB,2013,algodao_arboreo,0
2501,João Pessoa,PB,2013,algodao_herbaceo,68
2501,João Pessoa,PB,2013,cana,118565
2501,João Pessoa,PB,2013,milho,19646
2501,João Pessoa,PB,2013,soja,0
2501,João Pessoa,PB,2014,algodao_arboreo,0
2501,João Pessoa,PB,2014,algodao_herbaceo,32
2501,João Pessoa,PB,2014,cana,116040
2501,João Pessoa,PB,2014,milho,17690
2501,João Pessoa,PB,2014,soja,0
2501,João Pessoa,PB,2015,algodao_arboreo,0
2501,João Pessoa,PB,2015,algodao_herbaceo,60
2501,João Pessoa,PB,2015,cana,117282
2501,João Pessoa,PB,2015,milho,17450
2501,João Pessoa,PB,2015,soja,0
2501,João Pessoa,PB,2016,algodao_arboreo,0
2501,João Pessoa,PB,2016,algodao_herbaceo,138
2501,João Pessoa,PB,2016,cana,118453
2501,João Pessoa,PB,2016,milho,20108
2501,João Pessoa,PB,2016,soja,0
2501,João Pessoa,PB,2017,algodao_arboreo,0
2501,João Pessoa,PB,2017,algodao_herbaceo,186
2501,João Pessoa,PB,2017,cana,97105
2501,João Pessoa,PB,2017,milho,18750
2501,João Pessoa,PB,2017,soja,0
2501,João Pessoa,PB,2018,algodao_arboreo,0
2501,João Pessoa,PB,2018,algodao_herbaceo,255
2501,João Pessoa,PB,2018,cana,98887
2501,João Pessoa,PB,2018,milho,17873
2501,João Pessoa,PB,2018,soja,0
2501,João Pessoa,PB,2019,algodao_arboreo,0
2501,João Pessoa,PB,2019,algodao_herbaceo,211
2501,João Pessoa,PB,2019,cana,94982
2501,João Pessoa,PB,2019,milho,18471
2501,João Pessoa,PB,2019,soja,0
2501,João Pessoa,PB,2020,algodao_arboreo,0
2501,João Pessoa,PB,2020,algodao_herbaceo,239
2501,João Pessoa,PB,2020,cana,97600
2501,João Pessoa,PB,2020,milho,18063
2501,João Pessoa,PB,2020,soja,0
2501,João Pessoa,PB,2021,algodao_arboreo,0
2501,João Pessoa,PB,2021,algodao_herbaceo,214
2501,João Pessoa,PB,2021,cana,98140
2501,João Pessoa,PB,2021,milho,15038
2501,João Pessoa,PB,2021,soja,0
2501,João Pessoa,PB,2022,algodao_arboreo,0
2501,João Pessoa,PB,2022,algodao_herbaceo,235
2501,João Pessoa,PB,2022,cana,99060
2501,João Pessoa,PB,2022,milho,19110
2501,João Pessoa,PB,2022,soja,0
2501,João Pessoa,PB,2023,algodao_arboreo,0
2501,João Pessoa,PB,2023,algodao_herbaceo,251
2501,João Pessoa,PB,2023,cana,105927
2501,João Pessoa,PB,2023,milho,17319
2501,João Pessoa,PB,2023,soja,0
2501,João Pessoa,PB,2024,algodao_arboreo,0
2501,João Pessoa,PB,2024,algodao_herbaceo,303
2501,João Pessoa,PB,2024,cana,107005
2501,João Pessoa,PB,2024,milho,19619
2501,João Pessoa,PB,2024,soja,0
2502,Campina Grande,PB,2008,algodao_arboreo,18
2502,Campina Grande,PB,2008,algodao_herbaceo,466
2502,Campina Grande,PB,2008,cana,4020
2502,Campina Grande,PB,2008,milho,72260
2502,Campina Grande,PB,2008,soja,0
2502,Campina Grande,PB,2009,algodao_arboreo,70
2502,Campina Grande,PB,2009,algodao_herbaceo,555
2502,Campina Grande,PB,2009,cana,4100
2502,Campina Grande,PB,2009,milho,71370
2502,Campina Grande,PB,2009,soja,0
2502,Campina Grande,PB,2010,algodao_arboreo,31
2502,Campina Grande,PB,2010,algodao_herbaceo,329
2502,Campina Grande,PB,2010,cana,4220
2502,Campina Grande,PB,2010,milho,35166
2502,Campina Grande,PB,2010,soja,0
2502,Campina Grande,PB,2011,algodao_arboreo,20
2502,Campina Grande,PB,2011,algodao_herbaceo,177
2502,Campina Grande,PB,2011,cana,4200
2502,Campina Grande,PB,2011,milho,66124
2502,Campina Grande,PB,2011,soja,0
2502,Campina Grande,PB,2012,algodao_arboreo,35
2502,Campina Grande,PB,2012,algodao_herbaceo,15
2502,Campina Grande,PB,2012,cana,3700
2502,Campina Grande,PB,2012,milho,28060
2502,Campina Grande,PB,2012,soja,0
2502,Campina Grande,PB,2013,algodao_arboreo,5
2502,Campina Grande,PB,2013,algodao_herbaceo,30
2502,Campina Grande,PB,2013,cana,3200
2502,Campina Grande,PB,2013,milho,21230
2502,Campina Grande,PB,2013,soja,0
2502,Campina Grande,PB,2014,algodao_arboreo,0
2502,Campina Grande,PB,2014,algodao_herbaceo,0
2502,Campina Grande,PB,2014,cana,3470
2502,Campina Grande,PB,2014,milho,33153
2502,Campina Grande,PB,2014,soja,0
2502,Campina Grande,PB,2015,algodao_arboreo,0
2502,Campina Grande,PB,2015,algodao_herbaceo,18
2502,Campina Grande,PB,2015,cana,2920
2502,Campina Grande,PB,2015,milho,20989
2502,Campina Grande,PB,2015,soja,0
2502,Campina Grande,PB,2016,algodao_arboreo,0
2502,Campina Grande,PB,2016,algodao_herbaceo,39
2502,Campina Grande,PB,2016,cana,3955
2502,Campina Grande,PB,2016,milho,32577
2502,Campina Grande,PB,2016,soja,0
2502,Campina Grande,PB,2017,algodao_arboreo,0
2502,Campina Grande,PB,2017,algodao_herbaceo,81
2502,Campina Grande,PB,2017,cana,2760
2502,Campina Grande,PB,2017,milho,29059
2502,Campina Grande,PB,2017,soja,0
2502,Campina Grande,PB,2018,algodao_arboreo,0
2502,Campina Grande,PB,2018,algodao_herbaceo,85
2502,Campina Grande,PB,2018,cana,2552
2502,Campina Grande,PB,2018,milho,43450
2502,Campina Grande,PB,2018,soja,0
2502,Campina Grande,PB,2019,algodao_arboreo,0
2502,Campina Grande,PB,2019,algodao_herbaceo,71
2502,Campina Grande,PB,2019,cana,2456
2502,Campina Grande,PB,2019,milho,35682
2502,Campina Grande,PB,2019,soja,0
2502,Campina Grande,PB,2020,algodao_arboreo,0
2502,Campina Grande,PB,2020,algodao_herbaceo,126
2502,Campina Grande,PB,2020,cana,2506
2502,Campina Grande,PB,2020,milho,38784
2502,Campina Grande,PB,2020,soja,0
2502,Campina Grande,PB,2021,algodao_arboreo,0
2502,Campina Grande,PB,2021,algodao_herbaceo,194
2502,Campina Grande,PB,2021,cana,2850
2502,Campina Grande,PB,2021,milho,32202
2502,Campina Grande,PB,2021,soja,0
2502,Campina Grande,PB,2022,algodao_arboreo,0
2502,Campina Grande,PB,2022,algodao_herbaceo,194
2502,Campina Grande,PB,2022,cana,3000
2502,Campina Grande,PB,2022,milho,37829
2502,Campina Grande,PB,2022,soja,0
2502,Campina Grande,PB,2023,algodao_arboreo,0
2502,Campina Grande,PB,2023,algodao_herbaceo,291
2502,Campina Grande,PB,2023,cana,2985
2502,Campina Grande,PB,2023,milho,40857
2502,Campina Grande,PB,2023,soja,0
2502,Campina Grande,PB,2024,algodao_arboreo,0
2502,Campina Grande,PB,2024,algodao_herbaceo,334
2502,Campina Grande,PB,2024,cana,3615
2502,Campina Grande,PB,2024,milho,39427
2502,Campina Grande,PB,2024,soja,0
2503,Patos,PB,2008,algodao_arboreo,79
2503,Patos,PB,2008,algodao_herbaceo,1268
2503,Patos,PB,2008,cana,625
2503,Patos,PB,2008,milho,74985
2503,Patos,PB,2008,soja,0
2503,Patos,PB,2009,algodao_arboreo,90
2503,Patos,PB,2009,algodao_herbaceo,633
2503,Patos,PB,2009,cana,643
2503,Patos,PB,2009,milho,76321
2503,Patos,PB,2009,soja,0
2503,Patos,PB,2010,algodao_arboreo,43
2503,Patos,PB,2010,algodao_herbaceo,893
2503,Patos,PB,2010,cana,716
2503,Patos,PB,2010,milho,46720
2503,Patos,PB,2010,soja,0
2503,Patos,PB,2011,algodao_arboreo,12
2503,Patos,PB,2011,algodao_herbaceo,284
2503,Patos,PB,2011,cana,379
2503,Patos,PB,2011,milho,56206
2503,Patos,PB,2011,soja,0
2503,Patos,PB,2012,algodao_arboreo,0
2503,Patos,PB,2012,algodao_herbaceo,62
2503,Patos,PB,2012,cana,247
2503,Patos,PB,2012,milho,28838
2503,Patos,PB,2012,soja,0
2503,Patos,PB,2013,algodao_arboreo,0
2503,Patos,PB,2013,algodao_herbaceo,0
2503,Patos,PB,2013,cana,132
2503,Patos,PB,2013,milho,3920
2503,Patos,PB,2013,soja,0
2503,Patos,PB,2014,algodao_arboreo,0
2503,Patos,PB,2014,algodao_herbaceo,0
2503,Patos,PB,2014,cana,202
2503,Patos,PB,2014,milho,26723
2503,Patos,PB,2014,soja,0
2503,Patos,PB,2015,algodao_arboreo,0
2503,Patos,PB,2015,algodao_herbaceo,15
2503,Patos,PB,2015,cana,177
2503,Patos,PB,2015,milho,19667
2503,Patos,PB,2015,soja,0
2503,Patos,PB,2016,algodao_arboreo,0
2503,Patos,PB,2016,algodao_herbaceo,2
2503,Patos,PB,2016,cana,187
2503,Patos,PB,2016,milho,23866
2503,Patos,PB,2016,soja,0
2503,Patos,PB,2017,algodao_arboreo,0
2503,Patos,PB,2017,algodao_herbaceo,40
2503,Patos,PB,2017,cana,269
2503,Patos,PB,2017,milho,27658
2503,Patos,PB,2017,soja,0
2503,Patos,PB,2018,algodao_arboreo,0
2503,Patos,PB,2018,algodao_herbaceo,100
2503,Patos,PB,2018,cana,167
2503,Patos,PB,2018,milho,29405
2503,Patos,PB,2018,soja,0
2503,Patos,PB,2019,algodao_arboreo,0
2503,Patos,PB,2019,algodao_herbaceo,113
2503,Patos,PB,2019,cana,182
2503,Patos,PB,2019,milho,29995
2503,Patos,PB,2019,soja,0
2503,Patos,PB,2020,algodao_arboreo,0
2503,Patos,PB,2020,algodao_herbaceo,201
2503,Patos,PB,2020,cana,215
2503,Patos,PB,2020,milho,31766
2503,Patos,PB,2020,soja,0
2503,Patos,PB,2021,algodao_arboreo,0
2503,Patos,PB,2021,algodao_herbaceo,88
2503,Patos,PB,2021,cana,220
2503,Patos,PB,2021,milho,28895
2503,Patos,PB,2021,soja,0
2503,Patos,PB,2022,algodao_arboreo,0
2503,Patos,PB,2022,algodao_herbaceo,103
2503,Patos,PB,2022,cana,207
2503,Patos,PB,2022,milho,28866
2503,Patos,PB,2022,soja,0
2503,Patos,PB,2023,algodao_arboreo,0
2503,Patos,PB,2023,algodao_herbaceo,58
2503,Patos,PB,2023,cana,198
2503,Patos,PB,2023,milho,28926
2503,Patos,PB,2023,soja,0
2503,Patos,PB,2024,algodao_arboreo,0
2503,Patos,PB,2024,algodao_herbaceo,66
2503,Patos,PB,2024,cana,210
2503,Patos,PB,2024,milho,33797
2503,Patos,PB,2024,soja,0
2504,Sousa - Cajazeiras,PB,2008,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2008,algodao_herbaceo,1171
2504,Sousa - Cajazeiras,PB,2008,cana,391
2504,Sousa - Cajazeiras,PB,2008,milho,15740
2504,Sousa - Cajazeiras,PB,2008,soja,0
2504,Sousa - Cajazeiras,PB,2009,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2009,algodao_herbaceo,525
2504,Sousa - Cajazeiras,PB,2009,cana,404
2504,Sousa - Cajazeiras,PB,2009,milho,14025
2504,Sousa - Cajazeiras,PB,2009,soja,0
2504,Sousa - Cajazeiras,PB,2010,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2010,algodao_herbaceo,291
2504,Sousa - Cajazeiras,PB,2010,cana,264
2504,Sousa - Cajazeiras,PB,2010,milho,5745
2504,Sousa - Cajazeiras,PB,2010,soja,0
2504,Sousa - Cajazeiras,PB,2011,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2011,algodao_herbaceo,720
2504,Sousa - Cajazeiras,PB,2011,cana,277
2504,Sousa - Cajazeiras,PB,2011,milho,15464
2504,Sousa - Cajazeiras,PB,2011,soja,0
2504,Sousa - Cajazeiras,PB,2012,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2012,algodao_herbaceo,227
2504,Sousa - Cajazeiras,PB,2012,cana,277
2504,Sousa - Cajazeiras,PB,2012,milho,10995
2504,Sousa - Cajazeiras,PB,2012,soja,0
2504,Sousa - Cajazeiras,PB,2013,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2013,algodao_herbaceo,0
2504,Sousa - Cajazeiras,PB,2013,cana,173
2504,Sousa - Cajazeiras,PB,2013,milho,5525
2504,Sousa - Cajazeiras,PB,2013,soja,0
2504,Sousa - Cajazeiras,PB,2014,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2014,algodao_herbaceo,15
2504,Sousa - Cajazeiras,PB,2014,cana,165
2504,Sousa - Cajazeiras,PB,2014,milho,8070
2504,Sousa - Cajazeiras,PB,2014,soja,350
2504,Sousa - Cajazeiras,PB,2015,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2015,algodao_herbaceo,150
2504,Sousa - Cajazeiras,PB,2015,cana,180
2504,Sousa - Cajazeiras,PB,2015,milho,7180
2504,Sousa - Cajazeiras,PB,2015,soja,0
2504,Sousa - Cajazeiras,PB,2016,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2016,algodao_herbaceo,0
2504,Sousa - Cajazeiras,PB,2016,cana,175
2504,Sousa - Cajazeiras,PB,2016,milho,7247
2504,Sousa - Cajazeiras,PB,2016,soja,0
2504,Sousa - Cajazeiras,PB,2017,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2017,algodao_herbaceo,110
2504,Sousa - Cajazeiras,PB,2017,cana,101
2504,Sousa - Cajazeiras,PB,2017,milho,8987
2504,Sousa - Cajazeiras,PB,2017,soja,0
2504,Sousa - Cajazeiras,PB,2018,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2018,algodao_herbaceo,39
2504,Sousa - Cajazeiras,PB,2018,cana,118
2504,Sousa - Cajazeiras,PB,2018,milho,9562
2504,Sousa - Cajazeiras,PB,2018,soja,0
2504,Sousa - Cajazeiras,PB,2019,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2019,algodao_herbaceo,519
2504,Sousa - Cajazeiras,PB,2019,cana,131
2504,Sousa - Cajazeiras,PB,2019,milho,8643
2504,Sousa - Cajazeiras,PB,2019,soja,0
2504,Sousa - Cajazeiras,PB,2020,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2020,algodao_herbaceo,1631
2504,Sousa - Cajazeiras,PB,2020,cana,137
2504,Sousa - Cajazeiras,PB,2020,milho,9152
2504,Sousa - Cajazeiras,PB,2020,soja,0
2504,Sousa - Cajazeiras,PB,2021,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2021,algodao_herbaceo,1043
2504,Sousa - Cajazeiras,PB,2021,cana,153
2504,Sousa - Cajazeiras,PB,2021,milho,10239
2504,Sousa - Cajazeiras,PB,2021,soja,0
2504,Sousa - Cajazeiras,PB,2022,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2022,algodao_herbaceo,424
2504,Sousa - Cajazeiras,PB,2022,cana,132
2504,Sousa - Cajazeiras,PB,2022,milho,13051
2504,Sousa - Cajazeiras,PB,2022,soja,37
2504,Sousa - Cajazeiras,PB,2023,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2023,algodao_herbaceo,300
2504,Sousa - Cajazeiras,PB,2023,cana,127
2504,Sousa - Cajazeiras,PB,2023,milho,13937
2504,Sousa - Cajazeiras,PB,2023,soja,0
2504,Sousa - Cajazeiras,PB,2024,algodao_arboreo,0
2504,Sousa - Cajazeiras,PB,2024,algodao_herbaceo,23
2504,Sousa - Cajazeiras,PB,2024,cana,151
2504,Sousa - Cajazeiras,PB,2024,milho,14010
2504,Sousa - Cajazeiras,PB,2024,soja,0
2601,Recife,PE,2008,algodao_arboreo,0
2601,Recife,PE,2008,algodao_herbaceo,71
2601,Recife,PE,2008,cana,393534
2601,Recife,PE,2008,milho,11577
2601,Recife,PE,2008,soja,0
2601,Recife,PE,2009,algodao_arboreo,0
2601,Recife,PE,2009,algodao_herbaceo,74
2601,Recife,PE,2009,cana,343528
2601,Recife,PE,2009,milho,15507
2601,Recife,PE,2009,soja,0
2601,Recife,PE,2010,algodao_arboreo,0
2601,Recife,PE,2010,algodao_herbaceo,78
2601,Recife,PE,2010,cana,323747
2601,Recife,PE,2010,milho,10762
2601,Recife,PE,2010,soja,0
2601,Recife,PE,2011,algodao_arboreo,30
2601,Recife,PE,2011,algodao_herbaceo,385
2601,Recife,PE,2011,cana,308005
2601,Recife,PE,2011,milho,19272
2601,Recife,PE,2011,soja,0
2601,Recife,PE,2012,algodao_arboreo,0
2601,Recife,PE,2012,algodao_herbaceo,409
2601,Recife,PE,2012,cana,285625
2601,Recife,PE,2012,milho,22223
2601,Recife,PE,2012,soja,0
2601,Recife,PE,2013,algodao_arboreo,0
2601,Recife,PE,2013,algodao_herbaceo,0
2601,Recife,PE,2013,cana,280041
2601,Recife,PE,2013,milho,9037
2601,Recife,PE,2013,soja,0
2601,Recife,PE,2014,algodao_arboreo,0
2601,Recife,PE,2014,algodao_herbaceo,13
2601,Recife,PE,2014,cana,282873
2601,Recife,PE,2014,milho,12637
2601,Recife,PE,2014,soja,0
2601,Recife,PE,2015,algodao_arboreo,0
2601,Recife,PE,2015,algodao_herbaceo,20
2601,Recife,PE,2015,cana,292700
2601,Recife,PE,2015,milho,12622
2601,Recife,PE,2015,soja,0
2601,Recife,PE,2016,algodao_arboreo,0
2601,Recife,PE,2016,algodao_herbaceo,36
2601,Recife,PE,2016,cana,244529
2601,Recife,PE,2016,milho,12472
2601,Recife,PE,2016,soja,0
2601,Recife,PE,2017,algodao_arboreo,0
2601,Recife,PE,2017,algodao_herbaceo,40
2601,Recife,PE,2017,cana,238680
2601,Recife,PE,2017,milho,9768
2601,Recife,PE,2017,soja,0
2601,Recife,PE,2018,algodao_arboreo,0
2601,Recife,PE,2018,algodao_herbaceo,20
2601,Recife,PE,2018,cana,253329
2601,Recife,PE,2018,milho,11910
2601,Recife,PE,2018,soja,0
2601,Recife,PE,2019,algodao_arboreo,0
2601,Recife,PE,2019,algodao_herbaceo,7
2601,Recife,PE,2019,cana,235844
2601,Recife,PE,2019,milho,9595
2601,Recife,PE,2019,soja,0
2601,Recife,PE,2020,algodao_arboreo,0
2601,Recife,PE,2020,algodao_herbaceo,7
2601,Recife,PE,2020,cana,258395
2601,Recife,PE,2020,milho,12034
2601,Recife,PE,2020,soja,0
2601,Recife,PE,2021,algodao_arboreo,0
2601,Recife,PE,2021,algodao_herbaceo,12
2601,Recife,PE,2021,cana,276772
2601,Recife,PE,2021,milho,11750
2601,Recife,PE,2021,soja,300
2601,Recife,PE,2022,algodao_arboreo,0
2601,Recife,PE,2022,algodao_herbaceo,0
2601,Recife,PE,2022,cana,282166
2601,Recife,PE,2022,milho,11790
2601,Recife,PE,2022,soja,0
2601,Recife,PE,2023,algodao_arboreo,0
2601,Recife,PE,2023,algodao_herbaceo,9
2601,Recife,PE,2023,cana,258171
2601,Recife,PE,2023,milho,12004
2601,Recife,PE,2023,soja,0
2601,Recife,PE,2024,algodao_arboreo,0
2601,Recife,PE,2024,algodao_herbaceo,9
2601,Recife,PE,2024,cana,268799
2601,Recife,PE,2024,milho,12960
2601,Recife,PE,2024,soja,0
2602,Caruaru,PE,2008,algodao_arboreo,0
2602,Caruaru,PE,2008,algodao_herbaceo,804
2602,Caruaru,PE,2008,cana,8274
2602,Caruaru,PE,2008,milho,110730
2602,Caruaru,PE,2008,soja,0
2602,Caruaru,PE,2009,algodao_arboreo,0
2602,Caruaru,PE,2009,algodao_herbaceo,670
2602,Caruaru,PE,2009,cana,7490
2602,Caruaru,PE,2009,milho,111010
2602,Caruaru,PE,2009,soja,0
2602,Caruaru,PE,2010,algodao_arboreo,0
2602,Caruaru,PE,2010,algodao_herbaceo,350
2602,Caruaru,PE,2010,cana,35320
2602,Caruaru,PE,2010,milho,79324
2602,Caruaru,PE,2010,soja,0
2602,Caruaru,PE,2011,algodao_arboreo,0
2602,Caruaru,PE,2011,algodao_herbaceo,349
2602,Caruaru,PE,2011,cana,34644
2602,Caruaru,PE,2011,milho,91738
2602,Caruaru,PE,2011,soja,0
2602,Caruaru,PE,2012,algodao_arboreo,0
2602,Caruaru,PE,2012,algodao_herbaceo,278
2602,Caruaru,PE,2012,cana,23007
2602,Caruaru,PE,2012,milho,61528
2602,Caruaru,PE,2012,soja,0
2602,Caruaru,PE,2013,algodao_arboreo,0
2602,Caruaru,PE,2013,algodao_herbaceo,0
2602,Caruaru,PE,2013,cana,21663
2602,Caruaru,PE,2013,milho,28680
2602,Caruaru,PE,2013,soja,0
2602,Caruaru,PE,2014,algodao_arboreo,0
2602,Caruaru,PE,2014,algodao_herbaceo,0
2602,Caruaru,PE,2014,cana,21893
2602,Caruaru,PE,2014,milho,77060
2602,Caruaru,PE,2014,soja,0
2602,Caruaru,PE,2015,algodao_arboreo,0
2602,Caruaru,PE,2015,algodao_herbaceo,0
2602,Caruaru,PE,2015,cana,21893
2602,Caruaru,PE,2015,milho,46060
2602,Caruaru,PE,2015,soja,0
2602,Caruaru,PE,2016,algodao_arboreo,0
2602,Caruaru,PE,2016,algodao_herbaceo,0
2602,Caruaru,PE,2016,cana,20890
2602,Caruaru,PE,2016,milho,78570
2602,Caruaru,PE,2016,soja,0
2602,Caruaru,PE,2017,algodao_arboreo,0
2602,Caruaru,PE,2017,algodao_herbaceo,0
2602,Caruaru,PE,2017,cana,18529
2602,Caruaru,PE,2017,milho,70165
2602,Caruaru,PE,2017,soja,0
2602,Caruaru,PE,2018,algodao_arboreo,0
2602,Caruaru,PE,2018,algodao_herbaceo,0
2602,Caruaru,PE,2018,cana,3275
2602,Caruaru,PE,2018,milho,44065
2602,Caruaru,PE,2018,soja,0
2602,Caruaru,PE,2019,algodao_arboreo,0
2602,Caruaru,PE,2019,algodao_herbaceo,0
2602,Caruaru,PE,2019,cana,2190
2602,Caruaru,PE,2019,milho,35284
2602,Caruaru,PE,2019,soja,0
2602,Caruaru,PE,2020,algodao_arboreo,0
2602,Caruaru,PE,2020,algodao_herbaceo,0
2602,Caruaru,PE,2020,cana,1990
2602,Caruaru,PE,2020,milho,31397
2602,Caruaru,PE,2020,soja,0
2602,Caruaru,PE,2021,algodao_arboreo,0
2602,Caruaru,PE,2021,algodao_herbaceo,0
2602,Caruaru,PE,2021,cana,2169
2602,Caruaru,PE,2021,milho,36795
2602,Caruaru,PE,2021,soja,0
2602,Caruaru,PE,2022,algodao_arboreo,0
2602,Caruaru,PE,2022,algodao_herbaceo,0
2602,Caruaru,PE,2022,cana,2119
2602,Caruaru,PE,2022,milho,38715
2602,Caruaru,PE,2022,soja,0
2602,Caruaru,PE,2023,algodao_arboreo,0
2602,Caruaru,PE,2023,algodao_herbaceo,0
2602,Caruaru,PE,2023,cana,1967
2602,Caruaru,PE,2023,milho,35190
2602,Caruaru,PE,2023,soja,0
2602,Caruaru,PE,2024,algodao_arboreo,0
2602,Caruaru,PE,2024,algodao_herbaceo,0
2602,Caruaru,PE,2024,cana,1077
2602,Caruaru,PE,2024,milho,32466
2602,Caruaru,PE,2024,soja,0
2603,Serra Talhada,PE,2008,algodao_arboreo,0
2603,Serra Talhada,PE,2008,algodao_herbaceo,1435
2603,Serra Talhada,PE,2008,cana,1012
2603,Serra Talhada,PE,2008,milho,91300
2603,Serra Talhada,PE,2008,soja,0
2603,Serra Talhada,PE,2009,algodao_arboreo,0
2603,Serra Talhada,PE,2009,algodao_herbaceo,1409
2603,Serra Talhada,PE,2009,cana,1030
2603,Serra Talhada,PE,2009,milho,92250
2603,Serra Talhada,PE,2009,soja,0
