ano_par,origem_id,destino_id,area_ha
2009,11 - Veg. prim. florestal,6 - Outra agropecuária,26.87
2009,11 - Veg. prim. florestal,12 - Veg. sec. florestal,2.33
2009,11 - Veg. prim. florestal,Pastagem,1762.87
2009,12 - Veg. sec. florestal,6 - Outra agropecuária,0.13
2009,12 - Veg. sec. florestal,Pastagem,8.42
2009,13 - Veg. prim. não-florestal,6 - Outra agropecuária,2475.09
2009,13 - Veg. prim. não-florestal,Pastagem,37427.85
2009,Pastagem,2 - Soja,0.47
2009,Pastagem,3 - Soja + Milho 2ª safra,0.34
2009,Pastagem,6 - Outra agropecuária,2370.51
2009,Pastagem,12 - Veg. sec. florestal,14.04
2010,11 - Veg. prim. florestal,6 - Outra agropecuária,8.78
2010,11 - Veg. prim. florestal,12 - Veg. sec. florestal,1.43
2010,11 - Veg. prim. florestal,Pastagem,1740.02
2010,12 - Veg. sec. florestal,6 - Outra agropecuária,0.04
2010,12 - Veg. sec. florestal,Pastagem,8.41
2010,13 - Veg. prim. não-florestal,6 - Outra agropecuária,822.24
2010,13 - Veg. prim. não-florestal,Pastagem,32029.38
2010,Pastagem,6 - Outra agropecuária,1657.44
2010,Pastagem,12 - Veg. sec. florestal,16.83
2011,11 - Veg. prim. florestal,6 - Outra agropecuária,45.68
2011,11 - Veg. prim. florestal,12 - Veg. sec. florestal,3.67
2011,11 - Veg. prim. florestal,Pastagem,1951.66
2011,12 - Veg. sec. florestal,6 - Outra agropecuária,0.22
2011,12 - Veg. sec. florestal,Pastagem,9.53
2011,13 - Veg. prim. não-florestal,6 - Outra agropecuária,1624.41
2011,13 - Veg. prim. não-florestal,Pastagem,35869.41
2011,Pastagem,6 - Outra agropecuária,3278.7
2011,Pastagem,12 - Veg. sec. florestal,19.35
2012,11 - Veg. prim. florestal,6 - Outra agropecuária,4.93
2012,11 - Veg. prim. florestal,12 - Veg. sec. florestal,4.48
2012,11 - Veg. prim. florestal,Pastagem,2286.23
2012,12 - Veg. sec. florestal,6 - Outra agropecuária,0.02
2012,12 - Veg. sec. florestal,Pastagem,11.29
2012,13 - Veg. prim. não-florestal,6 - Outra agropecuária,248.49
2012,13 - Veg. prim. não-florestal,Pastagem,37550.52
2012,Pastagem,6 - Outra agropecuária,1803.51
2012,Pastagem,12 - Veg. sec. florestal,15.12
2013,11 - Veg. prim. florestal,6 - Outra agropecuária,19.88
2013,11 - Veg. prim. florestal,12 - Veg. sec. florestal,1.16
2013,11 - Veg. prim. florestal,Pastagem,2246.54
2013,12 - Veg. sec. florestal,6 - Outra agropecuária,0.1
2013,12 - Veg. sec. florestal,Pastagem,11.2
2013,13 - Veg. prim. não-florestal,6 - Outra agropecuária,253.53
2013,13 - Veg. prim. não-florestal,Pastagem,34571.52
2013,Pastagem,6 - Outra agropecuária,2948.31
2013,Pastagem,12 - Veg. sec. florestal,19.89
2014,11 - Veg. prim. florestal,6 - Outra agropecuária,28.21
2014,11 - Veg. prim. florestal,12 - Veg. sec. florestal,8.06
2014,11 - Veg. prim. florestal,Pastagem,1629.59
2014,12 - Veg. sec. florestal,6 - Outra agropecuária,0.14
2014,12 - Veg. sec. florestal,Pastagem,8.23
2014,13 - Veg. prim. não-florestal,6 - Outra agropecuária,191.97
2014,13 - Veg. prim. não-florestal,Pastagem,30689.28
2014,Pastagem,6 - Outra agropecuária,2074.68
2014,Pastagem,12 - Veg. sec. florestal,39.33
2015,11 - Veg. prim. florestal,6 - Outra agropecuária,32.59
2015,11 - Veg. prim. florestal,12 - Veg. sec. florestal,6.36
2015,11 - Veg. prim. florestal,Pastagem,1384.12
2015,12 - Veg. sec. florestal,6 - Outra agropecuária,0.17
2015,12 - Veg. sec. florestal,Pastagem,7.01
2015,13 - Veg. prim. não-florestal,6 - Outra agropecuária,337.77
2015,13 - Veg. prim. não-florestal,Pastagem,30348.36
2015,Pastagem,6 - Outra agropecuária,3157.56
2015,Pastagem,12 - Veg. sec. florestal,26.55
2016,11 - Veg. prim. florestal,6 - Outra agropecuária,32.77
2016,11 - Veg. prim. florestal,12 - Veg. sec. florestal,6.27
2016,11 - Veg. prim. florestal,Pastagem,988.33
2016,12 - Veg. sec. florestal,6 - Outra agropecuária,0.17
2016,12 - Veg. sec. florestal,Pastagem,5.0
2016,13 - Veg. prim. não-florestal,6 - Outra agropecuária,66.69
2016,13 - Veg. prim. não-florestal,Pastagem,23891.04
2016,Pastagem,6 - Outra agropecuária,4478.04
2016,Pastagem,12 - Veg. sec. florestal,47.88
2017,11 - Veg. prim. florestal,6 - Outra agropecuária,19.8
2017,11 - Veg. prim. florestal,12 - Veg. sec. florestal,3.31
2017,11 - Veg. prim. florestal,Pastagem,779.57
2017,12 - Veg. sec. florestal,6 - Outra agropecuária,0.09
2017,12 - Veg. sec. florestal,Pastagem,3.7
2017,13 - Veg. prim. não-florestal,6 - Outra agropecuária,58.05
2017,13 - Veg. prim. não-florestal,Pastagem,18093.06
2017,Pastagem,6 - Outra agropecuária,3771.0
2017,Pastagem,12 - Veg. sec. florestal,34.2
2018,11 - Veg. prim. florestal,6 - Outra agropecuária,9.22
2018,11 - Veg. prim. florestal,12 - Veg. sec. florestal,5.02
2018,11 - Veg. prim. florestal,Pastagem,657.27
2018,12 - Veg. sec. florestal,6 - Outra agropecuária,0.05
2018,12 - Veg. sec. florestal,Pastagem,3.24
2018,13 - Veg. prim. não-florestal,6 - Outra agropecuária,30.78
2018,13 - Veg. prim. não-florestal,Pastagem,21865.05
2018,Pastagem,6 - Outra agropecuária,3746.61
2018,Pastagem,12 - Veg. sec. florestal,11.43
2019,11 - Veg. prim. florestal,6 - Outra agropecuária,14.87
2019,11 - Veg. prim. florestal,12 - Veg. sec. florestal,7.52
2019,11 - Veg. prim. florestal,Pastagem,870.65
2019,12 - Veg. sec. florestal,6 - Outra agropecuária,0.07
2019,12 - Veg. sec. florestal,Pastagem,4.24
2019,13 - Veg. prim. não-florestal,6 - Outra agropecuária,153.9
2019,13 - Veg. prim. não-florestal,Pastagem,22817.97
2019,Pastagem,6 - Outra agropecuária,1810.17
2019,Pastagem,12 - Veg. sec. florestal,30.51
