ano_par,origem_id,destino_id,area_ha
2008,1 - Culturas perenes,1 - Culturas perenes,46740.09
2008,4 - Milho 1ª safra,4 - Milho 1ª safra,14955.0
2008,5 - Cana-de-açúcar,5 - Cana-de-açúcar,7.27
2008,6 - Outra agropecuária,6 - Outra agropecuária,174440.19
2008,7 - Pastagem deg. média,7 - Pastagem deg. média,222925.98
2008,8 - Pastagem deg. alta,8 - Pastagem deg. alta,70030.07
2008,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,178601.56
2008,10 - Silvicultura,10 - Silvicultura,3533.07
2008,11 - Veg. prim. florestal,11 - Veg. prim. florestal,197681.74
2008,12 - Veg. sec. florestal,12 - Veg. sec. florestal,13801.43
2008,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,63.27
2008,15 - Outro,15 - Outro,13747.64
2009,1 - Culturas perenes,1 - Culturas perenes,46740.09
2009,4 - Milho 1ª safra,4 - Milho 1ª safra,14955.0
2009,5 - Cana-de-açúcar,5 - Cana-de-açúcar,7.27
2009,6 - Outra agropecuária,6 - Outra agropecuária,174440.19
2009,7 - Pastagem deg. média,5 - Cana-de-açúcar,0.21
2009,7 - Pastagem deg. média,6 - Outra agropecuária,189.59
2009,7 - Pastagem deg. média,7 - Pastagem deg. média,105290.33
2009,7 - Pastagem deg. média,8 - Pastagem deg. alta,33075.95
2009,7 - Pastagem deg. média,9 - Pastagem deg. baixa,84355.43
2009,7 - Pastagem deg. média,12 - Veg. sec. florestal,14.47
2009,8 - Pastagem deg. alta,5 - Cana-de-açúcar,0.07
2009,8 - Pastagem deg. alta,6 - Outra agropecuária,59.56
2009,8 - Pastagem deg. alta,7 - Pastagem deg. média,33075.95
2009,8 - Pastagem deg. alta,8 - Pastagem deg. alta,10390.49
2009,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,26499.45
2009,8 - Pastagem deg. alta,12 - Veg. sec. florestal,4.54
2009,9 - Pastagem deg. baixa,5 - Cana-de-açúcar,0.17
2009,9 - Pastagem deg. baixa,6 - Outra agropecuária,151.89
2009,9 - Pastagem deg. baixa,7 - Pastagem deg. média,84355.43
2009,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,26499.45
2009,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,67583.02
2009,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,11.59
2009,10 - Silvicultura,10 - Silvicultura,3533.07
2009,11 - Veg. prim. florestal,6 - Outra agropecuária,0.25
2009,11 - Veg. prim. florestal,7 - Pastagem deg. média,63.55
2009,11 - Veg. prim. florestal,8 - Pastagem deg. alta,19.96
2009,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,50.92
2009,11 - Veg. prim. florestal,11 - Veg. prim. florestal,197547.05
2009,12 - Veg. sec. florestal,6 - Outra agropecuária,0.02
2009,12 - Veg. sec. florestal,7 - Pastagem deg. média,4.44
2009,12 - Veg. sec. florestal,8 - Pastagem deg. alta,1.39
2009,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,3.55
2009,12 - Veg. sec. florestal,12 - Veg. sec. florestal,13792.03
2009,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,63.27
2009,15 - Outro,15 - Outro,13747.64
2010,1 - Culturas perenes,1 - Culturas perenes,46326.02
2010,4 - Milho 1ª safra,4 - Milho 1ª safra,15100.0
2010,5 - Cana-de-açúcar,5 - Cana-de-açúcar,16.97
2010,6 - Outra agropecuária,6 - Outra agropecuária,175064.36
2010,7 - Pastagem deg. média,6 - Outra agropecuária,431.04
2010,7 - Pastagem deg. média,7 - Pastagem deg. média,89540.04
2010,7 - Pastagem deg. média,8 - Pastagem deg. alta,26778.18
2010,7 - Pastagem deg. média,9 - Pastagem deg. baixa,87747.73
2010,7 - Pastagem deg. média,12 - Veg. sec. florestal,12.16
2010,8 - Pastagem deg. alta,6 - Outra agropecuária,128.91
2010,8 - Pastagem deg. alta,7 - Pastagem deg. média,26778.18
2010,8 - Pastagem deg. alta,8 - Pastagem deg. alta,8008.38
2010,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,26242.17
2010,8 - Pastagem deg. alta,12 - Veg. sec. florestal,3.64
2010,9 - Pastagem deg. baixa,6 - Outra agropecuária,422.41
2010,9 - Pastagem deg. baixa,7 - Pastagem deg. média,87747.73
2010,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,26242.17
2010,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,85991.3
2010,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,11.92
2010,10 - Silvicultura,10 - Silvicultura,4540.8
2010,11 - Veg. prim. florestal,6 - Outra agropecuária,0.17
2010,11 - Veg. prim. florestal,7 - Pastagem deg. média,44.44
2010,11 - Veg. prim. florestal,8 - Pastagem deg. alta,13.29
2010,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,43.55
2010,11 - Veg. prim. florestal,11 - Veg. prim. florestal,198181.32
2010,11 - Veg. prim. florestal,12 - Veg. sec. florestal,0.59
2010,12 - Veg. sec. florestal,6 - Outra agropecuária,0.01
2010,12 - Veg. sec. florestal,7 - Pastagem deg. média,2.87
2010,12 - Veg. sec. florestal,8 - Pastagem deg. alta,0.86
2010,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,2.81
2010,12 - Veg. sec. florestal,12 - Veg. sec. florestal,12810.03
2010,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,63.27
2010,15 - Outro,15 - Outro,14372.73
2011,1 - Culturas perenes,1 - Culturas perenes,46327.29
2011,4 - Milho 1ª safra,4 - Milho 1ª safra,7035.0
2011,5 - Cana-de-açúcar,5 - Cana-de-açúcar,18.97
2011,6 - Outra agropecuária,6 - Outra agropecuária,183245.94
2011,7 - Pastagem deg. média,6 - Outra agropecuária,155.17
2011,7 - Pastagem deg. média,7 - Pastagem deg. média,84138.76
2011,7 - Pastagem deg. média,8 - Pastagem deg. alta,22557.22
2011,7 - Pastagem deg. média,9 - Pastagem deg. baixa,89923.77
2011,7 - Pastagem deg. média,12 - Veg. sec. florestal,10.71
2011,8 - Pastagem deg. alta,6 - Outra agropecuária,41.6
2011,8 - Pastagem deg. alta,7 - Pastagem deg. média,22557.22
2011,8 - Pastagem deg. alta,8 - Pastagem deg. alta,6047.49
2011,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,24108.15
2011,8 - Pastagem deg. alta,12 - Veg. sec. florestal,2.87
2011,9 - Pastagem deg. baixa,6 - Outra agropecuária,165.84
2011,9 - Pastagem deg. baixa,7 - Pastagem deg. média,89923.77
2011,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,24108.15
2011,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,96106.52
2011,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,11.44
2011,10 - Silvicultura,10 - Silvicultura,4973.94
2011,11 - Veg. prim. florestal,6 - Outra agropecuária,0.08
2011,11 - Veg. prim. florestal,7 - Pastagem deg. média,44.35
2011,11 - Veg. prim. florestal,8 - Pastagem deg. alta,11.89
2011,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,47.4
2011,11 - Veg. prim. florestal,11 - Veg. prim. florestal,196735.39
2011,11 - Veg. prim. florestal,12 - Veg. sec. florestal,0.08
2011,12 - Veg. sec. florestal,6 - Outra agropecuária,0.01
2011,12 - Veg. sec. florestal,7 - Pastagem deg. média,3.09
2011,12 - Veg. sec. florestal,8 - Pastagem deg. alta,0.83
2011,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,3.31
2011,12 - Veg. sec. florestal,12 - Veg. sec. florestal,13725.21
2011,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,62.46
2011,15 - Outro,15 - Outro,13985.72
2012,1 - Culturas perenes,1 - Culturas perenes,47140.65
2012,4 - Milho 1ª safra,4 - Milho 1ª safra,13890.0
2012,5 - Cana-de-açúcar,5 - Cana-de-açúcar,10.53
2012,6 - Outra agropecuária,6 - Outra agropecuária,185812.48
2012,7 - Pastagem deg. média,6 - Outra agropecuária,169.14
2012,7 - Pastagem deg. média,7 - Pastagem deg. média,80521.2
2012,7 - Pastagem deg. média,8 - Pastagem deg. alta,20412.1
2012,7 - Pastagem deg. média,9 - Pastagem deg. baixa,90462.84
2012,7 - Pastagem deg. média,12 - Veg. sec. florestal,7.31
2012,8 - Pastagem deg. alta,6 - Outra agropecuária,42.88
2012,8 - Pastagem deg. alta,7 - Pastagem deg. média,20412.1
2012,8 - Pastagem deg. alta,8 - Pastagem deg. alta,5174.46
2012,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,22932.31
2012,8 - Pastagem deg. alta,12 - Veg. sec. florestal,1.85
2012,9 - Pastagem deg. baixa,6 - Outra agropecuária,190.02
2012,9 - Pastagem deg. baixa,7 - Pastagem deg. média,90462.84
2012,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,22932.31
2012,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,101631.92
2012,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,8.21
2012,10 - Silvicultura,10 - Silvicultura,5425.44
2012,11 - Veg. prim. florestal,7 - Pastagem deg. média,44.59
2012,11 - Veg. prim. florestal,8 - Pastagem deg. alta,11.3
2012,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,50.09
2012,11 - Veg. prim. florestal,11 - Veg. prim. florestal,196751.81
2012,12 - Veg. sec. florestal,7 - Pastagem deg. média,3.2
2012,12 - Veg. sec. florestal,8 - Pastagem deg. alta,0.81
2012,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,3.59
2012,12 - Veg. sec. florestal,12 - Veg. sec. florestal,14113.69
2012,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,62.46
2012,15 - Outro,15 - Outro,13882.05
2013,1 - Culturas perenes,1 - Culturas perenes,48933.86
2013,4 - Milho 1ª safra,4 - Milho 1ª safra,13877.0
2013,5 - Cana-de-açúcar,5 - Cana-de-açúcar,9.61
2013,6 - Outra agropecuária,6 - Outra agropecuária,184028.27
2013,7 - Pastagem deg. média,6 - Outra agropecuária,214.44
2013,7 - Pastagem deg. média,7 - Pastagem deg. média,89699.13
2013,7 - Pastagem deg. média,8 - Pastagem deg. alta,24531.62
2013,7 - Pastagem deg. média,9 - Pastagem deg. baixa,86387.34
2013,7 - Pastagem deg. média,12 - Veg. sec. florestal,15.81
2013,8 - Pastagem deg. alta,6 - Outra agropecuária,58.65
2013,8 - Pastagem deg. alta,7 - Pastagem deg. média,24531.62
