ano_par,origem_id,destino_id,area_ha
2008,4 - Milho 1ª safra,4 - Milho 1ª safra,20240.0
2008,6 - Outra agropecuária,6 - Outra agropecuária,437.71
2008,7 - Pastagem de Baixo Vigor,6 - Outra agropecuária,21.2
2008,7 - Pastagem de Baixo Vigor,7 - Pastagem de Baixo Vigor,23233.67
2008,7 - Pastagem de Baixo Vigor,12 - Veg. sec. florestal,19.81
2008,8 - Pastagem de Médio Vigor,6 - Outra agropecuária,304.47
2008,8 - Pastagem de Médio Vigor,8 - Pastagem de Médio Vigor,333672.11
2008,8 - Pastagem de Médio Vigor,12 - Veg. sec. florestal,284.5
2008,9 - Pastagem de Alto Vigor,6 - Outra agropecuária,856.03
2008,9 - Pastagem de Alto Vigor,9 - Pastagem de Alto Vigor,938145.17
2008,9 - Pastagem de Alto Vigor,12 - Veg. sec. florestal,799.9
2008,11 - Veg. prim. florestal,6 - Outra agropecuária,0.35
2008,11 - Veg. prim. florestal,7 - Pastagem de Baixo Vigor,527.9
2008,11 - Veg. prim. florestal,8 - Pastagem de Médio Vigor,7706.26
2008,11 - Veg. prim. florestal,9 - Pastagem de Alto Vigor,25141.48
2008,11 - Veg. prim. florestal,11 - Veg. prim. florestal,6399436.07
2008,12 - Veg. sec. florestal,6 - Outra agropecuária,0.01
2008,12 - Veg. sec. florestal,7 - Pastagem de Baixo Vigor,18.18
2008,12 - Veg. sec. florestal,8 - Pastagem de Médio Vigor,265.36
2008,12 - Veg. sec. florestal,9 - Pastagem de Alto Vigor,865.73
2008,12 - Veg. sec. florestal,12 - Veg. sec. florestal,220359.04
2008,13 - Veg. prim. não-florestal,7 - Pastagem de Baixo Vigor,0.03
2008,13 - Veg. prim. não-florestal,8 - Pastagem de Médio Vigor,0.46
2008,13 - Veg. prim. não-florestal,9 - Pastagem de Alto Vigor,1.49
2008,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,68.85
2008,15 - Outro,15 - Outro,46133.03
2009,4 - Milho 1ª safra,4 - Milho 1ª safra,17658.0
2009,6 - Outra agropecuária,6 - Outra agropecuária,1529.64
2009,7 - Pastagem de Baixo Vigor,6 - Outra agropecuária,0.29
2009,7 - Pastagem de Baixo Vigor,7 - Pastagem de Baixo Vigor,20977.82
2009,7 - Pastagem de Baixo Vigor,12 - Veg. sec. florestal,10.59
2009,8 - Pastagem de Médio Vigor,6 - Outra agropecuária,4.28
2009,8 - Pastagem de Médio Vigor,8 - Pastagem de Médio Vigor,306234.15
2009,8 - Pastagem de Médio Vigor,12 - Veg. sec. florestal,154.63
2009,9 - Pastagem de Alto Vigor,6 - Outra agropecuária,13.97
2009,9 - Pastagem de Alto Vigor,9 - Pastagem de Alto Vigor,999081.13
2009,9 - Pastagem de Alto Vigor,12 - Veg. sec. florestal,504.47
2009,11 - Veg. prim. florestal,7 - Pastagem de Baixo Vigor,485.37
2009,11 - Veg. prim. florestal,8 - Pastagem de Médio Vigor,7134.57
2009,11 - Veg. prim. florestal,9 - Pastagem de Alto Vigor,26499.15
2009,11 - Veg. prim. florestal,11 - Veg. prim. florestal,6367518.36
2009,12 - Veg. sec. florestal,7 - Pastagem de Baixo Vigor,16.71
2009,12 - Veg. sec. florestal,8 - Pastagem de Médio Vigor,245.67
2009,12 - Veg. sec. florestal,9 - Pastagem de Alto Vigor,912.48
2009,12 - Veg. sec. florestal,12 - Veg. sec. florestal,219259.98
2009,13 - Veg. prim. não-florestal,7 - Pastagem de Baixo Vigor,0.12
2009,13 - Veg. prim. não-florestal,8 - Pastagem de Médio Vigor,1.79
2009,13 - Veg. prim. não-florestal,9 - Pastagem de Alto Vigor,6.64
2009,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,62.82
2009,15 - Outro,15 - Outro,46850.7
2010,4 - Milho 1ª safra,4 - Milho 1ª safra,27174.0
2010,6 - Outra agropecuária,6 - Outra agropecuária,1521.36
2010,7 - Pastagem de Baixo Vigor,6 - Outra agropecuária,1.83
2010,7 - Pastagem de Baixo Vigor,7 - Pastagem de Baixo Vigor,19291.85
2010,7 - Pastagem de Baixo Vigor,12 - Veg. sec. florestal,18.03
2010,8 - Pastagem de Médio Vigor,6 - Outra agropecuária,26.97
2010,8 - Pastagem de Médio Vigor,8 - Pastagem de Médio Vigor,283574.8
2010,8 - Pastagem de Médio Vigor,12 - Veg. sec. florestal,265.06
2010,9 - Pastagem de Alto Vigor,6 - Outra agropecuária,100.17
2010,9 - Pastagem de Alto Vigor,9 - Pastagem de Alto Vigor,1053251.55
2010,9 - Pastagem de Alto Vigor,12 - Veg. sec. florestal,984.47
2010,11 - Veg. prim. florestal,6 - Outra agropecuária,0.78
2010,11 - Veg. prim. florestal,7 - Pastagem de Baixo Vigor,313.82
2010,11 - Veg. prim. florestal,8 - Pastagem de Médio Vigor,4663.86
2010,11 - Veg. prim. florestal,9 - Pastagem de Alto Vigor,20882.9
2010,11 - Veg. prim. florestal,11 - Veg. prim. florestal,6304623.01
