ano_par,origem_id,destino_id,area_ha
2008,1 - Culturas perenes,1 - Culturas perenes,50.62
2008,2 - Soja,2 - Soja,155254.28
2008,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,1437925.54
2008,4 - Milho 1ª safra,4 - Milho 1ª safra,45330.8
2008,5 - Cana-de-açúcar,5 - Cana-de-açúcar,70517.33
2008,6 - Outra agropecuária,6 - Outra agropecuária,805725.82
2008,7 - Pastagem deg. média,7 - Pastagem deg. média,1216277.53
2008,8 - Pastagem deg. alta,8 - Pastagem deg. alta,1436435.75
2008,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,607090.32
2008,10 - Silvicultura,10 - Silvicultura,8785.87
2008,11 - Veg. prim. florestal,11 - Veg. prim. florestal,4172630.7
2008,12 - Veg. sec. florestal,12 - Veg. sec. florestal,423706.3
2008,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,3749007.65
2008,14 - Veg. sec. não-florestal,14 - Veg. sec. não-florestal,380689.85
2008,15 - Outro,15 - Outro,283488.74
2009,1 - Culturas perenes,1 - Culturas perenes,50.62
2009,2 - Soja,2 - Soja,15128.95
2009,2 - Soja,3 - Soja + Milho 2ª safra,140120.43
2009,2 - Soja,12 - Veg. sec. florestal,2.58
2009,2 - Soja,14 - Veg. sec. não-florestal,2.32
2009,3 - Soja + Milho 2ª safra,2 - Soja,140120.43
2009,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,1297759.7
2009,3 - Soja + Milho 2ª safra,12 - Veg. sec. florestal,23.92
2009,3 - Soja + Milho 2ª safra,14 - Veg. sec. não-florestal,21.49
2009,4 - Milho 1ª safra,4 - Milho 1ª safra,45330.8
2009,5 - Cana-de-açúcar,5 - Cana-de-açúcar,70517.33
2009,6 - Outra agropecuária,6 - Outra agropecuária,805725.82
2009,7 - Pastagem deg. média,2 - Soja,117.36
2009,7 - Pastagem deg. média,3 - Soja + Milho 2ª safra,1086.93
2009,7 - Pastagem deg. média,5 - Cana-de-açúcar,808.01
2009,7 - Pastagem deg. média,6 - Outra agropecuária,10648.66
2009,7 - Pastagem deg. média,7 - Pastagem deg. média,448723.48
2009,7 - Pastagem deg. média,8 - Pastagem deg. alta,529946.85
2009,7 - Pastagem deg. média,9 - Pastagem deg. baixa,223974.93
2009,7 - Pastagem deg. média,12 - Veg. sec. florestal,511.63
2009,7 - Pastagem deg. média,14 - Veg. sec. não-florestal,459.68
2009,8 - Pastagem deg. alta,2 - Soja,138.6
2009,8 - Pastagem deg. alta,3 - Soja + Milho 2ª safra,1283.68
2009,8 - Pastagem deg. alta,5 - Cana-de-açúcar,954.27
2009,8 - Pastagem deg. alta,6 - Outra agropecuária,12576.18
2009,8 - Pastagem deg. alta,7 - Pastagem deg. média,529946.85
2009,8 - Pastagem deg. alta,8 - Pastagem deg. alta,625872.45
2009,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,264516.6
2009,8 - Pastagem deg. alta,12 - Veg. sec. florestal,604.23
2009,8 - Pastagem deg. alta,14 - Veg. sec. não-florestal,542.89
2009,9 - Pastagem deg. baixa,2 - Soja,58.58
2009,9 - Pastagem deg. baixa,3 - Soja + Milho 2ª safra,542.53
2009,9 - Pastagem deg. baixa,5 - Cana-de-açúcar,403.31
2009,9 - Pastagem deg. baixa,6 - Outra agropecuária,5315.15
2009,9 - Pastagem deg. baixa,7 - Pastagem deg. média,223974.93
2009,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,264516.6
2009,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,111794.4
2009,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,255.37
2009,9 - Pastagem deg. baixa,14 - Veg. sec. não-florestal,229.45
2009,10 - Silvicultura,10 - Silvicultura,8785.87
2009,11 - Veg. prim. florestal,2 - Soja,35.32
2009,11 - Veg. prim. florestal,3 - Soja + Milho 2ª safra,327.09
2009,11 - Veg. prim. florestal,5 - Cana-de-açúcar,7.32
2009,11 - Veg. prim. florestal,6 - Outra agropecuária,912.11
2009,11 - Veg. prim. florestal,7 - Pastagem deg. média,9434.94
2009,11 - Veg. prim. florestal,8 - Pastagem deg. alta,11142.76
2009,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,4709.34
2009,11 - Veg. prim. florestal,11 - Veg. prim. florestal,4146034.49
2009,11 - Veg. prim. florestal,12 - Veg. sec. florestal,14.39
2009,11 - Veg. prim. florestal,14 - Veg. sec. não-florestal,12.93
2009,12 - Veg. sec. florestal,2 - Soja,3.59
2009,12 - Veg. sec. florestal,3 - Soja + Milho 2ª safra,33.21
2009,12 - Veg. sec. florestal,5 - Cana-de-açúcar,0.74
2009,12 - Veg. sec. florestal,6 - Outra agropecuária,92.62
2009,12 - Veg. sec. florestal,7 - Pastagem deg. média,958.06
2009,12 - Veg. sec. florestal,8 - Pastagem deg. alta,1131.48
2009,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,478.21
2009,12 - Veg. sec. florestal,12 - Veg. sec. florestal,421007.07
2009,12 - Veg. sec. florestal,14 - Veg. sec. não-florestal,1.31
2009,13 - Veg. prim. não-florestal,2 - Soja,31.73
2009,13 - Veg. prim. não-florestal,3 - Soja + Milho 2ª safra,293.88
2009,13 - Veg. prim. não-florestal,5 - Cana-de-açúcar,6.57
2009,13 - Veg. prim. não-florestal,6 - Outra agropecuária,819.51
2009,13 - Veg. prim. não-florestal,7 - Pastagem deg. média,8477.07
2009,13 - Veg. prim. não-florestal,8 - Pastagem deg. alta,10011.5
2009,13 - Veg. prim. não-florestal,9 - Pastagem deg. baixa,4231.23
2009,13 - Veg. prim. não-florestal,12 - Veg. sec. florestal,12.93
2009,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,3725111.6
2009,13 - Veg. prim. não-florestal,14 - Veg. sec. não-florestal,11.62
2009,14 - Veg. sec. não-florestal,2 - Soja,3.22
2009,14 - Veg. sec. não-florestal,3 - Soja + Milho 2ª safra,29.84
2009,14 - Veg. sec. não-florestal,5 - Cana-de-açúcar,0.67
2009,14 - Veg. sec. não-florestal,6 - Outra agropecuária,83.22
2009,14 - Veg. sec. não-florestal,7 - Pastagem deg. média,860.8
2009,14 - Veg. sec. não-florestal,8 - Pastagem deg. alta,1016.61
2009,14 - Veg. sec. não-florestal,9 - Pastagem deg. baixa,429.66
2009,14 - Veg. sec. não-florestal,12 - Veg. sec. florestal,1.31
2009,14 - Veg. sec. não-florestal,14 - Veg. sec. não-florestal,378264.53
2009,15 - Outro,15 - Outro,283488.74
2010,1 - Culturas perenes,1 - Culturas perenes,37.72
2010,2 - Soja,2 - Soja,10323.94
2010,2 - Soja,3 - Soja + Milho 2ª safra,118798.08
2010,2 - Soja,12 - Veg. sec. florestal,1.22
2010,2 - Soja,14 - Veg. sec. não-florestal,1.1
2010,3 - Soja + Milho 2ª safra,2 - Soja,118798.08
2010,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,1367015.79
2010,3 - Soja + Milho 2ª safra,12 - Veg. sec. florestal,14.05
2010,3 - Soja + Milho 2ª safra,14 - Veg. sec. não-florestal,12.62
2010,4 - Milho 1ª safra,4 - Milho 1ª safra,34114.8
2010,5 - Cana-de-açúcar,5 - Cana-de-açúcar,75979.81
2010,6 - Outra agropecuária,6 - Outra agropecuária,791427.93
2010,7 - Pastagem deg. média,2 - Soja,140.3
