ano_par,origem_id,destino_id,area_ha
2008,1 - Culturas perenes,1 - Culturas perenes,8941.62
2008,2 - Soja Safra Única,2 - Soja Safra Única,25.39
2008,2 - Soja Safra Única,3 - Soja + Milho 2ª Safra,15.15
2008,3 - Soja + Milho 2ª Safra,2 - Soja Safra Única,18.8
2008,3 - Soja + Milho 2ª Safra,3 - Soja + Milho 2ª Safra,11.22
2008,4 - Milho 1ª safra,4 - Milho 1ª safra,20674.28
2008,5 - Cana-de-açúcar,5 - Cana-de-açúcar,8.59
2008,6 - Outra agropecuária,6 - Outra agropecuária,177572.92
2008,7 - Pastagem de Baixo Vigor,2 - Soja Safra Única,0.01
2008,7 - Pastagem de Baixo Vigor,3 - Soja + Milho 2ª Safra,0.0
2008,7 - Pastagem de Baixo Vigor,5 - Cana-de-açúcar,0.12
2008,7 - Pastagem de Baixo Vigor,6 - Outra agropecuária,53.42
2008,7 - Pastagem de Baixo Vigor,7 - Pastagem de Baixo Vigor,191377.02
2008,7 - Pastagem de Baixo Vigor,12 - Veg. sec. florestal,4.21
2008,7 - Pastagem de Baixo Vigor,14 - Veg. sec. não-florestal,0.37
2008,8 - Pastagem de Médio Vigor,2 - Soja Safra Única,0.03
2008,8 - Pastagem de Médio Vigor,3 - Soja + Milho 2ª Safra,0.02
2008,8 - Pastagem de Médio Vigor,5 - Cana-de-açúcar,0.65
2008,8 - Pastagem de Médio Vigor,6 - Outra agropecuária,279.2
2008,8 - Pastagem de Médio Vigor,8 - Pastagem de Médio Vigor,1000192.9
2008,8 - Pastagem de Médio Vigor,12 - Veg. sec. florestal,22.03
2008,8 - Pastagem de Médio Vigor,14 - Veg. sec. não-florestal,1.93
2008,9 - Pastagem de Alto Vigor,2 - Soja Safra Única,0.02
2008,9 - Pastagem de Alto Vigor,3 - Soja + Milho 2ª Safra,0.01
2008,9 - Pastagem de Alto Vigor,5 - Cana-de-açúcar,0.4
2008,9 - Pastagem de Alto Vigor,6 - Outra agropecuária,173.0
2008,9 - Pastagem de Alto Vigor,9 - Pastagem de Alto Vigor,619767.37
2008,9 - Pastagem de Alto Vigor,12 - Veg. sec. florestal,13.65
2008,9 - Pastagem de Alto Vigor,14 - Veg. sec. não-florestal,1.19
2008,10 - Silvicultura,10 - Silvicultura,2544.33
2008,11 - Veg. prim. florestal,7 - Pastagem de Baixo Vigor,1.2
2008,11 - Veg. prim. florestal,8 - Pastagem de Médio Vigor,5.7
