ano_par,origem_id,destino_id,area_ha
2008,1 - Culturas perenes,1 - Culturas perenes,23221.56
2008,2 - Soja,2 - Soja,365818.06
2008,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,270879.92
2008,4 - Milho 1ª safra,4 - Milho 1ª safra,130369.42
2008,5 - Cana-de-açúcar,5 - Cana-de-açúcar,41813.98
2008,6 - Outra agropecuária,6 - Outra agropecuária,1330001.62
2008,7 - Pastagem deg. média,7 - Pastagem deg. média,240805.04
2008,8 - Pastagem deg. alta,8 - Pastagem deg. alta,147039.87
2008,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,572845.16
2008,10 - Silvicultura,10 - Silvicultura,5166.19
2008,11 - Veg. prim. florestal,11 - Veg. prim. florestal,271008.8
2008,12 - Veg. sec. florestal,12 - Veg. sec. florestal,14400.11
2008,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,7552935.02
2008,14 - Veg. sec. não-florestal,14 - Veg. sec. não-florestal,401326.89
2008,15 - Outro,15 - Outro,34314.73
2009,1 - Culturas perenes,1 - Culturas perenes,23221.56
2009,2 - Soja,2 - Soja,365815.83
2009,2 - Soja,12 - Veg. sec. florestal,2.06
2009,2 - Soja,14 - Veg. sec. não-florestal,0.17
2009,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,270878.28
2009,3 - Soja + Milho 2ª safra,12 - Veg. sec. florestal,1.52
2009,3 - Soja + Milho 2ª safra,14 - Veg. sec. não-florestal,0.12
2009,4 - Milho 1ª safra,4 - Milho 1ª safra,130369.42
2009,5 - Cana-de-açúcar,5 - Cana-de-açúcar,41813.98
2009,6 - Outra agropecuária,6 - Outra agropecuária,1330001.62
2009,7 - Pastagem deg. média,2 - Soja,57.81
2009,7 - Pastagem deg. média,3 - Soja + Milho 2ª safra,42.81
2009,7 - Pastagem deg. média,6 - Outra agropecuária,1266.93
2009,7 - Pastagem deg. média,7 - Pastagem deg. média,59969.69
2009,7 - Pastagem deg. média,8 - Pastagem deg. alta,36618.57
2009,7 - Pastagem deg. média,9 - Pastagem deg. baixa,142660.42
2009,7 - Pastagem deg. média,12 - Veg. sec. florestal,174.61
2009,7 - Pastagem deg. média,14 - Veg. sec. não-florestal,14.21
2009,8 - Pastagem deg. alta,2 - Soja,35.3
2009,8 - Pastagem deg. alta,3 - Soja + Milho 2ª safra,26.14
2009,8 - Pastagem deg. alta,6 - Outra agropecuária,773.61
2009,8 - Pastagem deg. alta,7 - Pastagem deg. média,36618.57
2009,8 - Pastagem deg. alta,8 - Pastagem deg. alta,22359.95
2009,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,87111.0
2009,8 - Pastagem deg. alta,12 - Veg. sec. florestal,106.62
2009,8 - Pastagem deg. alta,14 - Veg. sec. não-florestal,8.68
2009,9 - Pastagem deg. baixa,2 - Soja,137.52
2009,9 - Pastagem deg. baixa,3 - Soja + Milho 2ª safra,101.83
2009,9 - Pastagem deg. baixa,6 - Outra agropecuária,3013.86
2009,9 - Pastagem deg. baixa,7 - Pastagem deg. média,142660.42
2009,9 - Pastagem deg. baixa,8 - Pastagem deg. alta,87111.0
2009,9 - Pastagem deg. baixa,9 - Pastagem deg. baixa,339371.34
2009,9 - Pastagem deg. baixa,12 - Veg. sec. florestal,415.38
2009,9 - Pastagem deg. baixa,14 - Veg. sec. não-florestal,33.8
2009,10 - Silvicultura,10 - Silvicultura,5166.19
2009,11 - Veg. prim. florestal,2 - Soja,1.27
2009,11 - Veg. prim. florestal,3 - Soja + Milho 2ª safra,0.94
2009,11 - Veg. prim. florestal,6 - Outra agropecuária,36.59
2009,11 - Veg. prim. florestal,7 - Pastagem deg. média,19.1
2009,11 - Veg. prim. florestal,8 - Pastagem deg. alta,11.66
2009,11 - Veg. prim. florestal,9 - Pastagem deg. baixa,45.43
2009,11 - Veg. prim. florestal,11 - Veg. prim. florestal,270855.25
2009,11 - Veg. prim. florestal,12 - Veg. sec. florestal,35.66
2009,11 - Veg. prim. florestal,14 - Veg. sec. não-florestal,2.9
2009,12 - Veg. sec. florestal,2 - Soja,0.07
2009,12 - Veg. sec. florestal,3 - Soja + Milho 2ª safra,0.05
2009,12 - Veg. sec. florestal,6 - Outra agropecuária,1.94
2009,12 - Veg. sec. florestal,7 - Pastagem deg. média,1.01
2009,12 - Veg. sec. florestal,8 - Pastagem deg. alta,0.62
2009,12 - Veg. sec. florestal,9 - Pastagem deg. baixa,2.41
2009,12 - Veg. sec. florestal,12 - Veg. sec. florestal,14393.85
2009,12 - Veg. sec. florestal,14 - Veg. sec. não-florestal,0.15
2009,13 - Veg. prim. não-florestal,2 - Soja,4443.35
2009,13 - Veg. prim. não-florestal,3 - Soja + Milho 2ª safra,3290.2
2009,13 - Veg. prim. não-florestal,6 - Outra agropecuária,26598.62
2009,13 - Veg. prim. não-florestal,7 - Pastagem deg. média,4667.51
2009,13 - Veg. prim. não-florestal,8 - Pastagem deg. alta,2850.06
2009,13 - Veg. prim. não-florestal,9 - Pastagem deg. baixa,11103.42
2009,13 - Veg. prim. não-florestal,12 - Veg. sec. florestal,2.9
2009,13 - Veg. prim. não-florestal,13 - Veg. prim. não-florestal,7499978.72
2009,13 - Veg. prim. não-florestal,14 - Veg. sec. não-florestal,0.24
2009,14 - Veg. sec. não-florestal,2 - Soja,236.1
2009,14 - Veg. sec. não-florestal,3 - Soja + Milho 2ª safra,174.83
2009,14 - Veg. sec. não-florestal,6 - Outra agropecuária,1413.32
2009,14 - Veg. sec. não-florestal,7 - Pastagem deg. média,248.01
2009,14 - Veg. sec. não-florestal,8 - Pastagem deg. alta,151.44
2009,14 - Veg. sec. não-florestal,9 - Pastagem deg. baixa,589.98
2009,14 - Veg. sec. não-florestal,12 - Veg. sec. florestal,0.15
2009,14 - Veg. sec. não-florestal,14 - Veg. sec. não-florestal,398513.06
2009,15 - Outro,15 - Outro,34314.73
2010,1 - Culturas perenes,1 - Culturas perenes,25100.84
2010,2 - Soja,2 - Soja,442667.78
2010,2 - Soja,12 - Veg. sec. florestal,0.63
2010,2 - Soja,14 - Veg. sec. não-florestal,0.05
2010,3 - Soja + Milho 2ª safra,3 - Soja + Milho 2ª safra,264030.04
2010,3 - Soja + Milho 2ª safra,12 - Veg. sec. florestal,0.37
2010,3 - Soja + Milho 2ª safra,14 - Veg. sec. não-florestal,0.03
2010,4 - Milho 1ª safra,4 - Milho 1ª safra,150001.39
2010,5 - Cana-de-açúcar,5 - Cana-de-açúcar,43207.37
2010,6 - Outra agropecuária,6 - Outra agropecuária,1386529.51
2010,7 - Pastagem deg. média,2 - Soja,35.24
2010,7 - Pastagem deg. média,3 - Soja + Milho 2ª safra,21.02
2010,7 - Pastagem deg. média,6 - Outra agropecuária,1141.61
2010,7 - Pastagem deg. média,7 - Pastagem deg. média,70250.31
2010,7 - Pastagem deg. média,8 - Pastagem deg. alta,39032.69
2010,7 - Pastagem deg. média,9 - Pastagem deg. baixa,151663.92
2010,7 - Pastagem deg. média,12 - Veg. sec. florestal,277.42
2010,7 - Pastagem deg. média,14 - Veg. sec. não-florestal,22.42
2010,8 - Pastagem deg. alta,2 - Soja,19.58
2010,8 - Pastagem deg. alta,3 - Soja + Milho 2ª safra,11.68
2010,8 - Pastagem deg. alta,6 - Outra agropecuária,634.3
2010,8 - Pastagem deg. alta,7 - Pastagem deg. média,39032.69
2010,8 - Pastagem deg. alta,8 - Pastagem deg. alta,21687.46
2010,8 - Pastagem deg. alta,9 - Pastagem deg. baixa,84267.95
2010,8 - Pastagem deg. alta,12 - Veg. sec. florestal,154.14
2010,8 - Pastagem deg. alta,14 - Veg. sec. não-florestal,12.46
2010,9 - Pastagem deg. baixa,2 - Soja,76.08
