CD_MUN,SIGLA_UF,ANO,Veg_Natural_Primaria,Veg_Natural_Secundaria,Silvicultura,Pastagem,Cultura_Perene,Cultura_Semiperene,Cultura_Temporaria_Total,Cultura_Temporaria_1Ciclo,Cultura_Temporaria_NCiclos,Desflorestamento_Ano,Mineracao,Urbanizada,Outras_Areas_Edificadas,Corpo_Dagua,Outros_Usos,Nao_Observado
3502200,SP,2018,13334.235694217856,2924.384756391648,22743.84630764981,15327.41898211128,2948.013349991424,590.66465181768,11531.315784269951,1037.811193486848,10493.504590783105,13.35005500752,0.0,0.020075270688,164.60718200625604,1479.718089506448,0.0,0.0
3541703,SP,2018,1298.257717757616,102.474219226896,0.0,1793.454419818512,0.0,5755.52991807288,529.906845080448,388.797767414496,141.109077665952,0.0,0.0,0.0,0.0,7.608527590752,0.0,0.0
3536901,SP,2018,319.959664225344,56.672489152224,0.0,2491.250753662704,377.997271784352,1198.302945002064,419.1415390594081,249.395087757024,169.746451302384,0.0,0.0,0.0,0.0,53.661198549024,0.0,0.0
3551504,SP,2018,168.43152107232004,74.609743511952,0.0,67.76407620734399,0.0,2194.146785115648,0.0,0.0,0.0,0.0,0.0,36.727707723696,9.846920272464,51.212015525088,0.0,0.0
3501806,SP,2018,428.00477106816,29.30989520448,0.0,1816.239852049392,103.076477347536,900.817546311936,0.0,0.0,0.0,3.432871287648,0.0,0.0,0.0,0.0,0.0,0.0
3532157,SP,2018,1066.729620912912,199.568265909408,0.0,4045.990129730208,0.0,4617.603349664976,1232.752109502672,318.81537379612803,913.936735706544,0.0,0.0,0.0,0.0,6.695102774448,0.0,0.0
3521705,SP,2018,8188.823365259327,1084.074654787344,2885.0673387492,3813.287629550256,389.540552429952,390.985971919488,34099.694188471294,2916.143857774224,31183.55033069707,0.0,0.0,0.0,50.127950907936,461.771376365376,0.0,0.0
3504008,SP,2018,6040.157105887344,1217.374452155664,2480.942102164416,8785.731426260976,21.048921316368,19411.63242723144,5112.36843340608,1469.96150795208,3642.406925454,0.0,29.771626430304,481.384915827552,127.17683980848,69.139232249472,0.0,0.0
3507902,SP,2018,11267.105146745183,4455.224522705088,13826.54155729968,21347.801946370942,10774.16691263669,23710.95239777352,2307.823005386448,1284.134764828608,1023.68824055784,51.784160739696,0.0,958.433573186496,223.277160591936,356.366167618032,0.0,0.0
3514502,SP,2018,986.508839243664,109.269698354784,1510.383065482368,3726.100728952272,1165.1185225548002,0.15056453016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.087828151552,0.0,0.0
3547007,SP,2018,979.72339775112,368.73253436184,1344.621555411552,5407.133632917984,616.441299381072,6603.40897558056,0.0,0.0,0.0,0.0,0.0,157.249595299104,230.474145133584,3132.836329580496,0.0,0.0
3520442,SP,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.637285650624,0.0,0.0
3554656,SP,2018,1529.173518846336,298.35867296505603,92.135454822576,2578.959611298576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.525706679792,0.0,0.0
3513207,SP,2018,1341.268985206656,1255.246450308576,161.69626775649598,3474.236382900624,8366.730414096384,1809.966329959392,593.565528432096,20.838130974144,572.7273974579521,0.0,0.0,207.508035466512,333.189267608736,0.0,0.0,0.0
3542206,SP,2018,8666.052700054464,2168.701379518608,3107.55152614896,32163.78564785074,787.30192820664,26698.182789053957,6225.281214536736,4180.283652997584,2044.997561539152,0.0,0.0,0.0,68.818027918464,174.20316139512,0.0,0.0
3511706,SP,2018,790.7147242236,384.120229344192,167.67869842152004,3235.48118860824,0.0,6779.428948972944,0.0,0.0,0.0,0.0,0.0,265.997336616,329.6459823323041,0.0,0.0,0.0
3553302,SP,2018,4825.211761484928,893.490072510816,1118.14238914488,3092.324433332112,4285.899652087152,9086.579432791345,1036.345698726624,708.516528391584,327.82917033504,0.0,0.0,0.0,0.0,51.703859656944,0.0,0.0
3536570,SP,2018,4353.051432538512,1095.527596714848,8952.055043911056,10044.741989823551,1502.6641239028322,1625.273839629792,0.0,0.0,0.0,0.0,0.0,0.0,74.549517699888,7.07653291752,220.02496674048,0.0
3540507,SP,2018,344.110214863008,14.825587403088,174.423989372688,1087.2365099207038,235.93461876072,0.0,0.0,0.0,0.0,2.2584679524,0.0,0.0,0.0,0.0,0.0,0.0
3507159,SP,2018,18.559587751056,12.777909792912,4.66750043496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3537008,SP,2018,7802.183689443792,1652.79703574304,819.462511848816,13077.864449896751,13664.965741167312,6081.211034444304,816.421108339584,231.086440889568,585.3346674500159,29.038879050192,0.0,371.964652942608,195.161743993392,1055.427243515568,0.0,0.0
3527603,SP,2018,11629.744836453216,2226.738987077616,4501.3073065693925,1347.4521685785603,942.413507177472,14100.528851649504,770.318249204592,770.318249204592,0.0,16.451684328815997,0.0,223.959719795328,64.381393096416,37.199476584864,0.0,0.0
3547908,SP,2018,5051.881642823136,1740.004011611712,923.000720422176,9186.263189392608,2808.440030533104,1721.233633518432,249.83674371216,249.83674371216,0.0,2.178166869648,0.0,26.017550811648,0.0,7.67879103816,0.0,0.0
3550506,SP,2018,10111.853619733536,2629.238126736672,264.080148265296,24739.40851511976,5806.029261488545,2256.882006015648,9092.852954881344,2436.676130297376,6656.176824583968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3503208,SP,2018,6380.613621485136,1855.416742797024,7161.90300612072,5289.462433780272,108.4064617152,36028.05442731317,2353.142928964608,2353.142928964608,0.0,5.741527416768,0.0,8317.726678346977,735.2768642186879,154.800412275168,0.0,0.0
3523503,SP,2018,14160.975491691072,2357.599639057344,44238.03712787765,16557.571344059856,5854.862357437104,5365.808688206736,1698.809556159936,223.277160591936,1475.532395568,0.0,33.716417120496004,402.037408433232,79.759050443424,3305.563958580048,0.0,0.0
3552908,SP,2018,2204.71641513288,206.7752880864,107.984881030752,3830.191007469552,28.115416598544,5381.387098260624,3159.9580202799843,939.693307999248,2220.264712280736,28.376395117488,0.0,0.0,0.0,2.589709918752,0.0,0.0
3532207,SP,2018,521.1841399665119,382.423868971056,0.0,4066.44683056128,0.0,3966.8734879488,267.563207729664,0.0,267.563207729664,0.0,0.0,107.533187440272,82.73019050524802,10.148049332784,0.0,0.0
3535309,SP,2018,109.339961802192,0.0,0.0,92.64737422512,0.0,1208.671822312416,1198.764676227888,164.426504570064,1034.338171657824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3525300,SP,2018,49.053923926128,0.0,0.0,0.0,0.0,2.15809159896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3504503,SP,2018,10931.737712266802,2813.860353618864,14659.06303273104,24715.97063659152,9416.024662416768,20570.57780404968,5415.464870253503,1097.334371076768,4318.130499176736,5.42032308576,0.0,2442.45780825552,136.11033526464,7096.618225843344,0.0,0.0
3556404,SP,2018,485.962077544416,120.481737034032,36.958573336608005,772.677093510432,788.687121884112,2754.106310416032,2373.70000614912,0.0,2373.70000614912,0.0,0.0,79.63859881929599,75.252152173968,254.293453804896,0.0,0.0
3544905,SP,2018,309.420147114144,108.948494023776,0.0,259.141631676048,270.373745625984,8103.252523951728,281.8066122828,228.25582772256,53.55078456024,0.0,0.0,683.0209346178241,0.0,3.282306757488,0.0,0.0
3501509,SP,2018,116.617247426592,97.294799389392,38.062713224448,721.80635758704,169.615962042912,76.43659314456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3521804,SP,2018,11123.998579645777,3202.3670296083847,3739.87236464424,15445.240745779152,1719.587461322016,17787.82408236187,33979.18233853123,2081.926021969728,31897.2563165615,6.203258642592001,0.0,476.506625050368,1369.28402545176,8465.671385682192,0.0,0.0
3530508,SP,2018,3815.20481790096,1055.838786564672,116.687510874,4310.792987740272,3087.335728566144,13241.989825406496,522.40873147848,168.772800674016,353.635930804464,0.0,0.0,0.0,77.550770667744,113.646107364768,0.0,0.0
3541059,SP,2018,2481.373720484208,540.265684755456,2038.99505560344,4953.87417132432,1168.089662616624,7216.869097264464,462.343521579984,209.565750712032,252.777770867952,6.032618841744,36.777895900416,106.017504503328,43.754052464496,31.608513698256,0.0,0.0
3554706,SP,2018,222.965993896272,36.577143193536,600.45134627808,335.889391516272,0.0,2169.564616158192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543600,SP,2018,2782.78383459384,312.551889341472,85.550766036912,3820.42438827984,82.18815819667199,1222.1925171207838,0.0,0.0,0.0,21.611028895632,0.0,226.669881338208,45.761579533296,1851.74296826112,0.0,0.0
3536604,SP,2018,4727.2143276214565,206.12284178904,15.90965202024,17049.044083408127,1437.258892001328,23872.2571977516,2391.687448685568,2239.99870336704,151.68874531852802,0.0,0.0,0.0,15.076528286688,64.41150600244801,0.0,0.0
3539707,SP,2018,3286.402112708352,623.18659033224,101.93218691832,6600.2471204472,0.0,11481.268134444768,12902.215869012094,1804.234840177968,11097.981028834129,0.0,0.0,74.358802628352,0.0,4.5169359048,0.0,0.0
3554755,SP,2018,1057.434770584368,111.477978130464,46.002482781552,520.531693669152,236.858081212368,3192.931652385024,106.419009917088,106.419009917088,0.0,0.0,0.0,0.0,8.170635170016,0.0,0.0,0.0
3553401,SP,2018,188.40641540688,17.21454461496,0.0,1199.467310701968,183.879441866736,1400.521146642288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3512001,SP,2018,1548.295214176656,468.827834012208,0.0,1970.347667485824,2609.5643614624323,18735.406971741504,2263.9886518392,1545.113283772608,718.8753680665919,7.558339414032,0.0,763.472581899984,141.781599234,38.283541202016,0.0,0.0
3505906,SP,2018,2158.021335512592,1226.809829379024,1248.471046451376,1782.754300541808,1827.25113802176,31068.619406008274,953.22404044296,592.933157405424,360.290883037536,0.0,0.0,1992.831970656384,142.13291647104,0.0,4.045167043632,0.0
3509403,SP,2018,6687.303531785712,1897.16326819272,2381.890716589824,12925.774199164463,1918.49324329872,9236.150237052289,271.437734972448,154.519358485536,116.918376486912,13.641146432496,0.0,654.4437867934561,67.25215680480001,45.189434318688,0.0,0.0
3509452,SP,2018,1425.1033155997438,225.94717159344,1469.098271312496,3919.455698583744,947.8539055339198,324.16543343448,5193.894107670048,1410.167314207872,3783.726793462176,37.871998152912,0.0,150.8154710436,0.0,99.041347939248,0.0,0.0
3502002,SP,2018,3913.804509885072,1849.966306805232,2361.976048067328,7663.041988305265,1233.755873037072,5880.09697269192,973.540214379216,891.602997066144,81.93721731307201,4.145543397072,206.996116063968,386.64971345088,66.710124496224,0.0,0.0,0.0
3515194,SP,2018,1498.900010648832,667.833992342352,1010.03705649,8365.295032242193,2643.71239690272,5726.360549763216,1051.612942084848,762.2279151173279,289.38502696752,0.0,0.0,100.536955605504,24.050174284224,0.0,0.0,0.0
3523602,SP,2018,4885.146482123952,2614.723706029248,10315.236187073664,8701.124197946401,534.383630443872,7505.621753205312,978.709596581376,636.556720610448,342.15287597092805,0.0,24.823072205712,434.348556605568,676.93812759936,426.920706451008,37.380154021056,0.0
3533601,SP,2018,1118.24276549832,115.432806456,0.0,180.28596841358404,304.712496137808,13495.811510350224,1907.55222077376,721.3647016319039,1186.187519141856,0.0,0.0,295.889414670432,18.629851198464,0.0,0.0,0.0
3515152,SP,2018,133.29979736832,101.370079339056,0.0,641.9268555194881,418.750071280992,233.766489526416,53.80172544384,19.914668522496,33.887056921344,0.0,0.0,0.0,13.982426034192,0.0,0.0,0.0
3522307,SP,2018,13973.703329078064,2933.59930563744,12622.306369809312,22707.02826120802,7978.273926283583,5242.777391795328,13855.459984725743,2277.971077873392,11577.488906852352,44.607251468736,184.622226882192,3932.805753591264,629.8616178359999,240.45155466552,0.0,0.0
3512902,SP,2018,390.41382670488,59.67374212008,0.0,973.128671330112,76.10535117820801,2214.191942897616,111.688768472688,111.688768472688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3517703,SP,2018,422.755087783248,24.431604427296,0.0,9.63612993024,0.0,7293.867797988288,1222.363156921632,826.719722202528,395.643434719104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3519501,SP,2018,406.664758326816,10.569630017232,0.0,236.215672550352,0.0,1194.7897726316642,4496.900784653376,723.5729814075839,3773.327803245792,0.0,0.0,0.0,0.0,2.720199178224,0.0,0.0
3546306,SP,2018,2372.605903896624,148.84809451617602,0.0,1001.294276105376,257.90700252873603,6085.0654864164,1602.5486332109758,208.341159200064,1394.207474010912,0.0,0.0,0.0,0.0,74.53948006454401,0.0,0.0
3503307,SP,2018,275.753918170368,149.299788106656,7.739016850224,442.579417587648,532.4463668224801,1981.389066364224,515.021031865296,356.948350467984,158.072681397312,0.0,0.0,0.0,0.0,15.478033700448,0.0,0.0
3553906,SP,2018,102.474219226896,163.43277867100798,0.0,5262.461194704912,0.0,3610.316605259232,0.471768861168,0.0,0.471768861168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553955,SP,2018,159.277197638592,70.424049573504,44.76785363424,104.552009743104,0.0,4213.859543223263,506.328439657392,212.004896100624,294.323543556768,5.199495108192,0.0,0.0,0.0,0.0,0.0,0.0
