ano,cultura,area_ha
2008,soja,9520.0
2008,milho,29976.0
2008,cana,431171.0
2008,algodao,119.0
2009,soja,3930.0
2009,milho,21534.0
2009,cana,434963.0
2009,algodao,0.0
2010,soja,5820.0
2010,milho,23320.0
2010,cana,405792.0
2010,algodao,0.0
2011,soja,5460.0
2011,milho,22530.0
2011,cana,449631.0
2011,algodao,125.0
2012,soja,6750.0
2012,milho,26865.0
2012,cana,449195.0
2012,algodao,150.0
2013,soja,7590.0
2013,milho,30816.0
2013,cana,457559.0
2013,algodao,194.0
2014,soja,8394.0
2014,milho,30370.0
2014,cana,469771.0
2014,algodao,194.0
2015,soja,9163.0
2015,milho,28285.0
2015,cana,468350.0
2015,algodao,100.0
2016,soja,16560.0
2016,milho,24689.0
2016,cana,482860.0
2016,algodao,266.0
2017,soja,23063.0
2017,milho,26971.0
2017,cana,521911.0
2017,algodao,363.0
2018,soja,24968.0
2018,milho,23630.0
2018,cana,466365.0
2018,algodao,315.0
2019,soja,27718.0
2019,milho,21385.0
2019,cana,468190.0
2019,algodao,392.0
2020,soja,28703.0
2020,milho,20795.0
2020,cana,477585.0
2020,algodao,396.0
2021,soja,32538.0
2021,milho,19105.0
2021,cana,489670.0
2021,algodao,517.0
2022,soja,32890.0
2022,milho,21930.0
2022,cana,497786.0
2022,algodao,392.0
2023,soja,39963.0
2023,milho,20585.0
2023,cana,491404.0
2023,algodao,320.0
2024,soja,44358.0
2024,milho,17390.0
2024,cana,482650.0
2024,algodao,244.0
