ano,cultura,area_ha
2008,soja,0.0
2008,milho,236096.0
2008,cana,220.0
2008,algodao,100.0
2009,soja,0.0
2009,milho,246741.0
2009,cana,106.0
2009,algodao,100.0
2010,soja,0.0
2010,milho,243020.0
2010,cana,85.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,254236.0
2011,cana,111.0
2011,algodao,100.0
2012,soja,0.0
2012,milho,109461.0
2012,cana,60.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,176005.0
2013,cana,50.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,164915.0
2014,cana,50.0
2014,algodao,60.0
2015,soja,22.0
2015,milho,187175.0
2015,cana,0.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,179910.0
2016,cana,50.0
2016,algodao,60.0
2017,soja,0.0
2017,milho,131506.0
2017,cana,50.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,176476.0
2018,cana,50.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,161921.0
2019,cana,50.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,190700.0
2020,cana,50.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,206212.0
2021,cana,48.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,229345.0
2022,cana,50.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,255795.0
2023,cana,52.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,250641.0
2024,cana,50.0
2024,algodao,0.0
