ano,cultura,area_ha
2008,soja,1507229.0
2008,milho,465173.0
2008,cana,156214.0
2008,algodao,211407.0
2009,soja,1557358.0
2009,milho,426675.0
2009,cana,148532.0
2009,algodao,146332.0
2010,soja,1661214.0
2010,milho,496958.0
2010,cana,154770.0
2010,algodao,166543.0
2011,soja,1672461.0
2011,milho,453681.0
2011,cana,158953.0
2011,algodao,306730.0
2012,soja,1746132.0
2012,milho,568988.0
2012,cana,159895.0
2012,algodao,306569.0
2013,soja,1964183.0
2013,milho,700735.0
2013,cana,184832.0
2013,algodao,225088.0
2014,soja,2072085.0
2014,milho,689642.0
2014,cana,170407.0
2014,algodao,289495.0
2015,soja,2124340.0
2015,milho,701783.0
2015,cana,173415.0
2015,algodao,281718.0
2016,soja,2118304.0
2016,milho,799607.0
2016,cana,171004.0
2016,algodao,321913.0
2017,soja,2150622.0
2017,milho,1091402.0
2017,cana,169647.0
2017,algodao,333996.0
2018,soja,2138173.0
2018,milho,980528.0
2018,cana,184248.0
2018,algodao,409509.0
2019,soja,2177831.0
2019,milho,1075920.0
2019,cana,197001.0
2019,algodao,532323.0
2020,soja,2215137.0
2020,milho,1111724.0
2020,cana,174352.0
2020,algodao,542339.0
2021,soja,2414417.0
2021,milho,1215056.0
2021,cana,166414.0
2021,algodao,481194.0
2022,soja,2413241.0
2022,milho,1351828.0
2022,cana,146417.0
2022,algodao,557021.0
2023,soja,2647823.0
2023,milho,1329853.0
2023,cana,159126.0
2023,algodao,579535.0
2024,soja,2574083.0
2024,milho,1168883.0
2024,cana,168845.0
2024,algodao,653559.0
