ano,cultura,area_ha
2008,soja,200.0
2008,milho,5085.0
2008,cana,590.0
2008,algodao,0.0
2009,soja,204.0
2009,milho,5077.0
2009,cana,608.0
2009,algodao,0.0
2010,soja,180.0
2010,milho,4560.0
2010,cana,258.0
2010,algodao,0.0
2011,soja,180.0
2011,milho,4834.0
2011,cana,218.0
2011,algodao,0.0
2012,soja,220.0
2012,milho,4864.0
2012,cana,157.0
2012,algodao,0.0
2013,soja,20.0
2013,milho,4068.0
2013,cana,100.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,2571.0
2014,cana,70.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,1669.0
2015,cana,54.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,1357.0
2016,cana,10.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,1440.0
2017,cana,10.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,1707.0
2018,cana,15.0
2018,algodao,0.0
2019,soja,2500.0
2019,milho,1738.0
2019,cana,15.0
2019,algodao,0.0
2020,soja,2700.0
2020,milho,1793.0
2020,cana,16.0
2020,algodao,0.0
2021,soja,3000.0
2021,milho,1799.0
2021,cana,15.0
2021,algodao,0.0
2022,soja,5900.0
2022,milho,1306.0
2022,cana,45.0
2022,algodao,0.0
2023,soja,8237.0
2023,milho,2143.0
2023,cana,29.0
2023,algodao,0.0
2024,soja,24407.0
2024,milho,5070.0
2024,cana,47.0
2024,algodao,0.0
