ano,cultura,area_ha
2008,soja,0.0
2008,milho,14955.0
2008,cana,12381.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,15100.0
2009,cana,12391.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,7035.0
2010,cana,12311.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,13890.0
2011,cana,12918.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,13877.0
2012,cana,11421.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,11436.0
2013,cana,11260.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,10072.0
2014,cana,11252.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,8555.0
2015,cana,10097.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,7755.0
2016,cana,9370.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,7341.0
2017,cana,8993.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,6766.0
2018,cana,9176.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,6176.0
2019,cana,9326.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,5928.0
2020,cana,9326.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,6790.0
2021,cana,9326.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,7257.0
2022,cana,9326.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,7620.0
2023,cana,8853.0
2023,algodao,0.0
2024,soja,4.0
2024,milho,6406.0
2024,cana,8681.0
2024,algodao,0.0
