ano,cultura,area_ha
2008,soja,173872.0
2008,milho,85171.0
2008,cana,1264844.0
2008,algodao,2255.0
2009,soja,134686.0
2009,milho,36768.0
2009,cana,1361078.0
2009,algodao,120.0
2010,soja,131447.0
2010,milho,43872.0
2010,cana,1312960.0
2010,algodao,520.0
2011,soja,108758.0
2011,milho,65661.0
2011,cana,1348545.0
2011,algodao,409.0
2012,soja,130888.0
2012,milho,68066.0
2012,cana,1329233.0
2012,algodao,257.0
2013,soja,133387.0
2013,milho,62795.0
2013,cana,1340622.0
2013,algodao,0.0
2014,soja,130191.0
2014,milho,55285.0
2014,cana,1383012.0
2014,algodao,103.0
2015,soja,133200.0
2015,milho,65838.0
2015,cana,1397083.0
2015,algodao,0.0
2016,soja,138410.0
2016,milho,61439.0
2016,cana,1400356.0
2016,algodao,0.0
2017,soja,143574.0
2017,milho,62098.0
2017,cana,1414452.0
2017,algodao,0.0
2018,soja,135793.0
2018,milho,60106.0
2018,cana,1407320.0
2018,algodao,0.0
2019,soja,139611.0
2019,milho,59331.0
2019,cana,1401666.0
2019,algodao,153.0
2020,soja,141489.0
2020,milho,59920.0
2020,cana,1404632.0
2020,algodao,0.0
2021,soja,141691.0
2021,milho,57500.0
2021,cana,1417792.0
2021,algodao,0.0
2022,soja,157387.0
2022,milho,67404.0
2022,cana,1408079.0
2022,algodao,122.0
2023,soja,160061.0
2023,milho,63790.0
2023,cana,1402361.0
2023,algodao,0.0
2024,soja,162161.0
2024,milho,51198.0
2024,cana,1373451.0
2024,algodao,0.0
