ano,cultura,area_ha
2008,soja,2060.0
2008,milho,42730.0
2008,cana,0.0
2008,algodao,0.0
2009,soja,3320.0
2009,milho,45600.0
2009,cana,0.0
2009,algodao,0.0
2010,soja,4100.0
2010,milho,50810.0
2010,cana,0.0
2010,algodao,0.0
2011,soja,6590.0
2011,milho,45150.0
2011,cana,0.0
2011,algodao,0.0
2012,soja,8511.0
2012,milho,49604.0
2012,cana,0.0
2012,algodao,0.0
2013,soja,13398.0
2013,milho,44203.0
2013,cana,0.0
2013,algodao,0.0
2014,soja,17900.0
2014,milho,37823.0
2014,cana,0.0
2014,algodao,0.0
2015,soja,20445.0
2015,milho,35863.0
2015,cana,0.0
2015,algodao,0.0
2016,soja,24555.0
2016,milho,33590.0
2016,cana,0.0
2016,algodao,0.0
2017,soja,23862.0
2017,milho,34080.0
2017,cana,0.0
2017,algodao,0.0
2018,soja,23342.0
2018,milho,35560.0
2018,cana,0.0
2018,algodao,0.0
2019,soja,23395.0
2019,milho,40080.0
2019,cana,0.0
2019,algodao,0.0
2020,soja,23185.0
2020,milho,40480.0
2020,cana,0.0
2020,algodao,0.0
2021,soja,23280.0
2021,milho,39380.0
2021,cana,0.0
2021,algodao,0.0
2022,soja,23730.0
2022,milho,39310.0
2022,cana,0.0
2022,algodao,0.0
2023,soja,25225.0
2023,milho,38210.0
2023,cana,0.0
2023,algodao,0.0
2024,soja,29005.0
2024,milho,34331.0
2024,cana,0.0
2024,algodao,0.0
