ano,cultura,area_ha
2008,soja,0.0
2008,milho,2229.0
2008,cana,70.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,2435.0
2009,cana,70.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,2480.0
2010,cana,85.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,2017.0
2011,cana,80.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,1630.0
2012,cana,80.0
2012,algodao,0.0
2013,soja,170.0
2013,milho,1455.0
2013,cana,85.0
2013,algodao,0.0
2014,soja,720.0
2014,milho,1340.0
2014,cana,85.0
2014,algodao,0.0
2015,soja,515.0
2015,milho,1091.0
2015,cana,75.0
2015,algodao,0.0
2016,soja,945.0
2016,milho,1043.0
2016,cana,70.0
2016,algodao,0.0
2017,soja,1150.0
2017,milho,1055.0
2017,cana,40.0
2017,algodao,0.0
2018,soja,6500.0
2018,milho,871.0
2018,cana,120.0
2018,algodao,0.0
2019,soja,7926.0
2019,milho,766.0
2019,cana,320.0
2019,algodao,0.0
2020,soja,8100.0
2020,milho,800.0
2020,cana,286.0
2020,algodao,0.0
2021,soja,2375.0
2021,milho,816.0
2021,cana,235.0
2021,algodao,0.0
2022,soja,2360.0
2022,milho,1453.0
2022,cana,192.0
2022,algodao,0.0
2023,soja,1980.0
2023,milho,1362.0
2023,cana,152.0
2023,algodao,0.0
2024,soja,2000.0
2024,milho,975.0
2024,cana,124.0
2024,algodao,0.0
