ano,cultura,area_ha
2008,soja,0.0
2008,milho,110730.0
2008,cana,8274.0
2008,algodao,804.0
2009,soja,0.0
2009,milho,111010.0
2009,cana,7490.0
2009,algodao,670.0
2010,soja,0.0
2010,milho,79324.0
2010,cana,35320.0
2010,algodao,350.0
2011,soja,0.0
2011,milho,91738.0
2011,cana,34644.0
2011,algodao,349.0
2012,soja,0.0
2012,milho,61528.0
2012,cana,23007.0
2012,algodao,278.0
2013,soja,0.0
2013,milho,28680.0
2013,cana,21663.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,77060.0
2014,cana,21893.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,46060.0
2015,cana,21893.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,78570.0
2016,cana,20890.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,70165.0
2017,cana,18529.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,44065.0
2018,cana,3275.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,35284.0
2019,cana,2190.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,31397.0
2020,cana,1990.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,36795.0
2021,cana,2169.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,38715.0
2022,cana,2119.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,35190.0
2023,cana,1967.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,32466.0
2024,cana,1077.0
2024,algodao,0.0
