ano,cultura,area_ha
2008,soja,0.0
2008,milho,2596.0
2008,cana,4273.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,2899.0
2009,cana,4219.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,3852.0
2010,cana,4123.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,3784.0
2011,cana,4140.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,3727.0
2012,cana,3934.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,2502.0
2013,cana,3716.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,2600.0
2014,cana,4218.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,2626.0
2015,cana,3440.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,978.0
2016,cana,3415.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,1243.0
2017,cana,3673.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,592.0
2018,cana,3561.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,272.0
2019,cana,3661.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,264.0
2020,cana,3886.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,321.0
2021,cana,5507.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,214.0
2022,cana,4587.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,283.0
2023,cana,4510.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,192.0
2024,cana,5520.0
2024,algodao,0.0
