ano,cultura,area_ha
2008,soja,0.0
2008,milho,29883.0
2008,cana,117551.0
2008,algodao,700.0
2009,soja,0.0
2009,milho,30185.0
2009,cana,117741.0
2009,algodao,484.0
2010,soja,0.0
2010,milho,11267.0
2010,cana,118491.0
2010,algodao,264.0
2011,soja,0.0
2011,milho,26884.0
2011,cana,113241.0
2011,algodao,238.0
2012,soja,0.0
2012,milho,10629.0
2012,cana,121761.0
2012,algodao,54.0
2013,soja,0.0
2013,milho,19646.0
2013,cana,118565.0
2013,algodao,68.0
2014,soja,0.0
2014,milho,17690.0
2014,cana,116040.0
2014,algodao,32.0
2015,soja,0.0
2015,milho,17450.0
2015,cana,117282.0
2015,algodao,60.0
2016,soja,0.0
2016,milho,20108.0
2016,cana,118453.0
2016,algodao,138.0
2017,soja,0.0
2017,milho,18750.0
2017,cana,97105.0
2017,algodao,186.0
2018,soja,0.0
2018,milho,17873.0
2018,cana,98887.0
2018,algodao,255.0
2019,soja,0.0
2019,milho,18471.0
2019,cana,94982.0
2019,algodao,211.0
2020,soja,0.0
2020,milho,18063.0
2020,cana,97600.0
2020,algodao,239.0
2021,soja,0.0
2021,milho,15038.0
2021,cana,98140.0
2021,algodao,214.0
2022,soja,0.0
2022,milho,19110.0
2022,cana,99060.0
2022,algodao,235.0
2023,soja,0.0
2023,milho,17319.0
2023,cana,105927.0
2023,algodao,251.0
2024,soja,0.0
2024,milho,19619.0
2024,cana,107005.0
2024,algodao,303.0
