ano,cultura,area_ha
2008,soja,0.0
2008,milho,11213.0
2008,cana,1716.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,11655.0
2009,cana,1805.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,11577.0
2010,cana,1421.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,11566.0
2011,cana,1301.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,9224.0
2012,cana,1191.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,7364.0
2013,cana,1224.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,6174.0
2014,cana,1324.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,5382.0
2015,cana,1253.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,3674.0
2016,cana,843.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,3703.0
2017,cana,778.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,3819.0
2018,cana,747.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,3716.0
2019,cana,767.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,3783.0
2020,cana,781.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,3838.0
2021,cana,779.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,4185.0
2022,cana,737.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,4252.0
2023,cana,737.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,4183.0
2024,cana,707.0
2024,algodao,0.0
