ano,cultura,area_ha
2008,soja,62667.0
2008,milho,28506.0
2008,cana,4063.0
2008,algodao,1660.0
2009,soja,67630.0
2009,milho,26360.0
2009,cana,6269.0
2009,algodao,2500.0
2010,soja,79840.0
2010,milho,27030.0
2010,cana,7365.0
2010,algodao,4020.0
2011,soja,80582.0
2011,milho,19845.0
2011,cana,5855.0
2011,algodao,3600.0
2012,soja,92353.0
2012,milho,18023.0
2012,cana,3368.0
2012,algodao,3600.0
2013,soja,143110.0
2013,milho,18370.0
2013,cana,3906.0
2013,algodao,1400.0
2014,soja,205046.0
2014,milho,17331.0
2014,cana,1056.0
2014,algodao,2400.0
2015,soja,217538.0
2015,milho,15569.0
2015,cana,817.0
2015,algodao,903.0
2016,soja,206924.0
2016,milho,17176.0
2016,cana,757.0
2016,algodao,1480.0
2017,soja,216316.0
2017,milho,33502.0
2017,cana,739.0
2017,algodao,1620.0
2018,soja,219939.0
2018,milho,16946.0
2018,cana,429.0
2018,algodao,0.0
2019,soja,206506.0
2019,milho,22211.0
2019,cana,415.0
2019,algodao,890.0
2020,soja,235028.0
2020,milho,35950.0
2020,cana,433.0
2020,algodao,3225.0
2021,soja,253498.0
2021,milho,35788.0
2021,cana,432.0
2021,algodao,800.0
2022,soja,270121.0
2022,milho,58921.0
2022,cana,459.0
2022,algodao,2820.0
2023,soja,296319.0
2023,milho,62717.0
2023,cana,572.0
2023,algodao,2650.0
2024,soja,315502.0
2024,milho,53687.0
2024,cana,592.0
2024,algodao,4122.0
