ano,cultura,area_ha
2008,soja,354282.0
2008,milho,218779.0
2008,cana,20039.0
2008,algodao,14400.0
2009,soja,385435.0
2009,milho,232957.0
2009,cana,23709.0
2009,algodao,11300.0
2010,soja,439860.0
2010,milho,205375.0
2010,cana,26297.0
2010,algodao,10837.0
2011,soja,443240.0
2011,milho,218665.0
2011,cana,60679.0
2011,algodao,20516.0
2012,soja,464620.0
2012,milho,262332.0
2012,cana,64069.0
2012,algodao,20368.0
2013,soja,515174.0
2013,milho,263050.0
2013,cana,70604.0
2013,algodao,13024.0
2014,soja,551150.0
2014,milho,297769.0
2014,cana,63071.0
2014,algodao,15253.0
2015,soja,594430.0
2015,milho,286965.0
2015,cana,58481.0
2015,algodao,13666.0
2016,soja,606216.0
2016,milho,289346.0
2016,cana,58778.0
2016,algodao,14678.0
2017,soja,642925.0
2017,milho,297565.0
2017,cana,87376.0
2017,algodao,14518.0
2018,soja,605050.0
2018,milho,289987.0
2018,cana,89216.0
2018,algodao,17401.0
2019,soja,640598.0
2019,milho,304831.0
2019,cana,87267.0
2019,algodao,31400.0
2020,soja,649675.0
2020,milho,279697.0
2020,cana,96008.0
2020,algodao,29969.0
2021,soja,779230.0
2021,milho,295120.0
2021,cana,89655.0
2021,algodao,20043.0
2022,soja,815110.0
2022,milho,390040.0
2022,cana,101151.0
2022,algodao,18553.0
2023,soja,844600.0
2023,milho,348730.0
2023,cana,118568.0
2023,algodao,20506.0
2024,soja,840800.0
2024,milho,287780.0
2024,cana,118676.0
2024,algodao,22656.0
