ano,cultura,area_ha
2008,soja,0.0
2008,milho,1685.0
2008,cana,409.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,1685.0
2009,cana,422.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,2000.0
2010,cana,579.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,2492.0
2011,cana,547.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,2448.0
2012,cana,131.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,1359.0
2013,cana,140.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,703.0
2014,cana,109.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,869.0
2015,cana,62.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,686.0
2016,cana,69.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,396.0
2017,cana,28.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,380.0
2018,cana,40.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,239.0
2019,cana,38.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,243.0
2020,cana,40.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,188.0
2021,cana,21.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,181.0
2022,cana,22.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,112.0
2023,cana,45.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,116.0
2024,cana,48.0
2024,algodao,0.0
