ano,cultura,area_ha
2008,soja,380420.0
2008,milho,146850.0
2008,cana,54345.0
2008,algodao,6355.0
2009,soja,399805.0
2009,milho,141470.0
2009,cana,48306.0
2009,algodao,3764.0
2010,soja,383620.0
2010,milho,128359.0
2010,cana,49660.0
2010,algodao,3037.0
2011,soja,418579.0
2011,milho,122715.0
2011,cana,61942.0
2011,algodao,7680.0
2012,soja,459854.0
2012,milho,141036.0
2012,cana,53557.0
2012,algodao,3056.0
2013,soja,484948.0
2013,milho,140279.0
2013,cana,51069.0
2013,algodao,1680.0
2014,soja,546636.0
2014,milho,144377.0
2014,cana,40144.0
2014,algodao,3420.0
2015,soja,563248.0
2015,milho,155800.0
2015,cana,44591.0
2015,algodao,329.0
2016,soja,558794.0
2016,milho,204764.0
2016,cana,43691.0
2016,algodao,490.0
2017,soja,572784.0
2017,milho,201491.0
2017,cana,32943.0
2017,algodao,0.0
2018,soja,585506.0
2018,milho,178037.0
2018,cana,32370.0
2018,algodao,80.0
2019,soja,615297.0
2019,milho,196337.0
2019,cana,35525.0
2019,algodao,80.0
2020,soja,651974.0
2020,milho,205935.0
2020,cana,35694.0
2020,algodao,0.0
2021,soja,738136.0
2021,milho,254368.0
2021,cana,33313.0
2021,algodao,0.0
2022,soja,777706.0
2022,milho,266195.0
2022,cana,33340.0
2022,algodao,500.0
2023,soja,853424.0
2023,milho,264040.0
2023,cana,30563.0
2023,algodao,3620.0
2024,soja,924290.0
2024,milho,245901.0
2024,cana,38591.0
2024,algodao,1471.0
