ano,cultura,area_ha
2008,soja,0.0
2008,milho,160218.0
2008,cana,680.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,162975.0
2009,cana,680.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,172380.0
2010,cana,687.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,165402.0
2011,cana,687.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,145965.0
2012,cana,777.0
2012,algodao,35.0
2013,soja,0.0
2013,milho,150892.0
2013,cana,777.0
2013,algodao,45.0
2014,soja,0.0
2014,milho,167796.0
2014,cana,780.0
2014,algodao,45.0
2015,soja,0.0
2015,milho,163978.0
2015,cana,0.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,158840.0
2016,cana,777.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,156671.0
2017,cana,777.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,132245.0
2018,cana,500.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,135650.0
2019,cana,1065.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,136270.0
2020,cana,1323.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,152732.0
2021,cana,1320.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,153100.0
2022,cana,1014.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,160770.0
2023,cana,1487.0
2023,algodao,0.0
2024,soja,0.0
2024,milho,156470.0
2024,cana,1487.0
2024,algodao,0.0
