ano,cultura,area_ha
2008,soja,1014538.0
2008,milho,262300.0
2008,cana,29294.0
2008,algodao,178720.0
2009,soja,1062674.0
2009,milho,275674.0
2009,cana,57255.0
2009,algodao,127802.0
2010,soja,1124634.0
2010,milho,356443.0
2010,cana,29359.0
2010,algodao,146108.0
2011,soja,1113992.0
2011,milho,332172.0
2011,cana,39090.0
2011,algodao,225254.0
2012,soja,1150933.0
2012,milho,432935.0
2012,cana,57025.0
2012,algodao,215837.0
2013,soja,1300316.0
2013,milho,521698.0
2013,cana,59953.0
2013,algodao,149868.0
2014,soja,1338177.0
2014,milho,515799.0
2014,cana,74747.0
2014,algodao,167899.0
2015,soja,1340626.0
2015,milho,586569.0
2015,cana,75661.0
2015,algodao,141381.0
2016,soja,1325215.0
2016,milho,509201.0
2016,cana,75607.0
2016,algodao,130226.0
2017,soja,1338720.0
2017,milho,536068.0
2017,cana,73607.0
2017,algodao,120709.0
2018,soja,1406800.0
2018,milho,524485.0
2018,cana,62047.0
2018,algodao,138455.0
2019,soja,1409107.0
2019,milho,577595.0
2019,cana,62097.0
2019,algodao,214956.0
2020,soja,1402329.0
2020,milho,570760.0
2020,cana,57997.0
2020,algodao,185545.0
2021,soja,1413712.0
2021,milho,649630.0
2021,cana,51347.0
2021,algodao,142701.0
2022,soja,1513047.0
2022,milho,771460.0
2022,cana,48657.0
2022,algodao,177584.0
2023,soja,1701183.0
2023,milho,946860.0
2023,cana,48637.0
2023,algodao,182333.0
2024,soja,1754844.0
2024,milho,911770.0
2024,cana,42415.0
2024,algodao,204122.0
