ano,cultura,area_ha
2008,soja,0.0
2008,milho,93411.0
2008,cana,459.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,96054.0
2009,cana,476.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,105006.0
2010,cana,539.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,102132.0
2011,cana,552.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,98609.0
2012,cana,537.0
2012,algodao,0.0
2013,soja,240.0
2013,milho,95358.0
2013,cana,476.0
2013,algodao,0.0
2014,soja,400.0
2014,milho,92950.0
2014,cana,464.0
2014,algodao,0.0
2015,soja,800.0
2015,milho,77746.0
2015,cana,474.0
2015,algodao,0.0
2016,soja,8370.0
2016,milho,45960.0
2016,cana,484.0
2016,algodao,0.0
2017,soja,7570.0
2017,milho,41640.0
2017,cana,470.0
2017,algodao,0.0
2018,soja,9500.0
2018,milho,39581.0
2018,cana,469.0
2018,algodao,0.0
2019,soja,21767.0
2019,milho,29819.0
2019,cana,298.0
2019,algodao,0.0
2020,soja,20695.0
2020,milho,30008.0
2020,cana,107.0
2020,algodao,0.0
2021,soja,23338.0
2021,milho,30145.0
2021,cana,58.0
2021,algodao,0.0
2022,soja,25500.0
2022,milho,35957.0
2022,cana,46.0
2022,algodao,0.0
2023,soja,36104.0
2023,milho,41174.0
2023,cana,38.0
2023,algodao,0.0
2024,soja,42079.0
2024,milho,37147.0
2024,cana,198.0
2024,algodao,0.0
