ano,cultura,area_ha
2008,soja,0.0
2008,milho,15740.0
2008,cana,391.0
2008,algodao,1171.0
2009,soja,0.0
2009,milho,14025.0
2009,cana,404.0
2009,algodao,525.0
2010,soja,0.0
2010,milho,5745.0
2010,cana,264.0
2010,algodao,291.0
2011,soja,0.0
2011,milho,15464.0
2011,cana,277.0
2011,algodao,720.0
2012,soja,0.0
2012,milho,10995.0
2012,cana,277.0
2012,algodao,227.0
2013,soja,0.0
2013,milho,5525.0
2013,cana,173.0
2013,algodao,0.0
2014,soja,350.0
2014,milho,8070.0
2014,cana,165.0
2014,algodao,15.0
2015,soja,0.0
2015,milho,7180.0
2015,cana,180.0
2015,algodao,150.0
2016,soja,0.0
2016,milho,7247.0
2016,cana,175.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,8987.0
2017,cana,101.0
2017,algodao,110.0
2018,soja,0.0
2018,milho,9562.0
2018,cana,118.0
2018,algodao,39.0
2019,soja,0.0
2019,milho,8643.0
2019,cana,131.0
2019,algodao,519.0
2020,soja,0.0
2020,milho,9152.0
2020,cana,137.0
2020,algodao,1631.0
2021,soja,0.0
2021,milho,10239.0
2021,cana,153.0
2021,algodao,1043.0
2022,soja,37.0
2022,milho,13051.0
2022,cana,132.0
2022,algodao,424.0
2023,soja,0.0
2023,milho,13937.0
2023,cana,127.0
2023,algodao,300.0
2024,soja,0.0
2024,milho,14010.0
2024,cana,151.0
2024,algodao,23.0
