ano,cultura,area_ha
2008,soja,0.0
2008,milho,14921.0
2008,cana,10903.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,14631.0
2009,cana,4566.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,15457.0
2010,cana,5255.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,16269.0
2011,cana,10571.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,12144.0
2012,cana,10223.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,10370.0
2013,cana,9362.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,15079.0
2014,cana,10234.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,28176.0
2015,cana,6932.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,23429.0
2016,cana,6880.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,32334.0
2017,cana,116.0
2017,algodao,0.0
2018,soja,70.0
2018,milho,31403.0
2018,cana,65.0
2018,algodao,0.0
2019,soja,70.0
2019,milho,32608.0
2019,cana,65.0
2019,algodao,0.0
2020,soja,50.0
2020,milho,42975.0
2020,cana,77.0
2020,algodao,0.0
2021,soja,55.0
2021,milho,37401.0
2021,cana,76.0
2021,algodao,0.0
2022,soja,53.0
2022,milho,49526.0
2022,cana,74.0
2022,algodao,0.0
2023,soja,58.0
2023,milho,51190.0
2023,cana,77.0
2023,algodao,0.0
2024,soja,60.0
2024,milho,51226.0
2024,cana,77.0
2024,algodao,0.0
