ano,cultura,area_ha
2008,soja,33480.0
2008,milho,74029.0
2008,cana,513.0
2008,algodao,0.0
2009,soja,29300.0
2009,milho,76962.0
2009,cana,498.0
2009,algodao,0.0
2010,soja,28650.0
2010,milho,48695.0
2010,cana,347.0
2010,algodao,0.0
2011,soja,30000.0
2011,milho,49072.0
2011,cana,317.0
2011,algodao,0.0
2012,soja,31000.0
2012,milho,46175.0
2012,cana,356.0
2012,algodao,0.0
2013,soja,32081.0
2013,milho,59097.0
2013,cana,328.0
2013,algodao,0.0
2014,soja,42282.0
2014,milho,58468.0
2014,cana,302.0
2014,algodao,0.0
2015,soja,43912.0
2015,milho,54977.0
2015,cana,255.0
2015,algodao,0.0
2016,soja,59302.0
2016,milho,54410.0
2016,cana,220.0
2016,algodao,0.0
2017,soja,73197.0
2017,milho,68656.0
2017,cana,215.0
2017,algodao,0.0
2018,soja,62527.0
2018,milho,46663.0
2018,cana,199.0
2018,algodao,0.0
2019,soja,65561.0
2019,milho,53845.0
2019,cana,194.0
2019,algodao,0.0
2020,soja,91080.0
2020,milho,52549.0
2020,cana,181.0
2020,algodao,0.0
2021,soja,122580.0
2021,milho,110422.0
2021,cana,171.0
2021,algodao,0.0
2022,soja,133820.0
2022,milho,122702.0
2022,cana,154.0
2022,algodao,0.0
2023,soja,142652.0
2023,milho,124449.0
2023,cana,154.0
2023,algodao,0.0
2024,soja,154692.0
2024,milho,81103.0
2024,cana,168.0
2024,algodao,0.0
