ano,cultura,area_ha
2008,soja,0.0
2008,milho,140929.0
2008,cana,4363.0
2008,algodao,213.0
2009,soja,0.0
2009,milho,146443.0
2009,cana,4554.0
2009,algodao,114.0
2010,soja,0.0
2010,milho,119693.0
2010,cana,4683.0
2010,algodao,161.0
2011,soja,0.0
2011,milho,135902.0
2011,cana,2970.0
2011,algodao,60.0
2012,soja,0.0
2012,milho,102595.0
2012,cana,2392.0
2012,algodao,53.0
2013,soja,0.0
2013,milho,66658.0
2013,cana,2226.0
2013,algodao,25.0
2014,soja,0.0
2014,milho,71446.0
2014,cana,1614.0
2014,algodao,5.0
2015,soja,0.0
2015,milho,64640.0
2015,cana,1074.0
2015,algodao,1.0
2016,soja,0.0
2016,milho,71566.0
2016,cana,505.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,91207.0
2017,cana,393.0
2017,algodao,19.0
2018,soja,0.0
2018,milho,87168.0
2018,cana,442.0
2018,algodao,90.0
2019,soja,0.0
2019,milho,65665.0
2019,cana,563.0
2019,algodao,926.0
2020,soja,0.0
2020,milho,73356.0
2020,cana,591.0
2020,algodao,1404.0
2021,soja,0.0
2021,milho,77656.0
2021,cana,575.0
2021,algodao,286.0
2022,soja,0.0
2022,milho,85369.0
2022,cana,573.0
2022,algodao,384.0
2023,soja,0.0
2023,milho,89095.0
2023,cana,586.0
2023,algodao,528.0
2024,soja,0.0
2024,milho,75362.0
2024,cana,553.0
2024,algodao,584.0
