ano,cultura,area_ha
2008,soja,0.0
2008,milho,17154.0
2008,cana,3248.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,17702.0
2009,cana,3446.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,16830.0
2010,cana,3276.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,16279.0
2011,cana,3310.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,18533.0
2012,cana,3310.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,16715.0
2013,cana,3335.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,16965.0
2014,cana,3011.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,17138.0
2015,cana,3432.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,15328.0
2016,cana,3138.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,6716.0
2017,cana,3542.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,5866.0
2018,cana,3315.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,6316.0
2019,cana,3420.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,6507.0
2020,cana,3486.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,6782.0
2021,cana,2667.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,6868.0
2022,cana,2251.0
2022,algodao,0.0
2023,soja,400.0
2023,milho,6851.0
2023,cana,1933.0
2023,algodao,0.0
2024,soja,300.0
2024,milho,6648.0
2024,cana,2033.0
2024,algodao,0.0
