ano,cultura,area_ha
2008,soja,98806.0
2008,milho,107205.0
2008,cana,3051.0
2008,algodao,0.0
2009,soja,110706.0
2009,milho,122847.0
2009,cana,4043.0
2009,algodao,0.0
2010,soja,120938.0
2010,milho,137041.0
2010,cana,3751.0
2010,algodao,0.0
2011,soja,130245.0
2011,milho,130799.0
2011,cana,3673.0
2011,algodao,0.0
2012,soja,141342.0
2012,milho,142072.0
2012,cana,3799.0
2012,algodao,0.0
2013,soja,174734.0
2013,milho,132395.0
2013,cana,4796.0
2013,algodao,0.0
2014,soja,182564.0
2014,milho,138852.0
2014,cana,4535.0
2014,algodao,0.0
2015,soja,207888.0
2015,milho,155805.0
2015,cana,1901.0
2015,algodao,0.0
2016,soja,212995.0
2016,milho,148935.0
2016,cana,4554.0
2016,algodao,350.0
2017,soja,229602.0
2017,milho,191567.0
2017,cana,3537.0
2017,algodao,0.0
2018,soja,236213.0
2018,milho,162954.0
2018,cana,1676.0
2018,algodao,0.0
2019,soja,244015.0
2019,milho,190129.0
2019,cana,2191.0
2019,algodao,0.0
2020,soja,261426.0
2020,milho,209730.0
2020,cana,501.0
2020,algodao,0.0
2021,soja,289629.0
2021,milho,250393.0
2021,cana,396.0
2021,algodao,0.0
2022,soja,312450.0
2022,milho,245840.0
2022,cana,245.0
2022,algodao,10050.0
2023,soja,338465.0
2023,milho,282857.0
2023,cana,332.0
2023,algodao,10687.0
2024,soja,388888.0
2024,milho,242953.0
2024,cana,290.0
2024,algodao,9862.0
