ano,cultura,area_ha
2008,soja,85935.0
2008,milho,21681.0
2008,cana,699.0
2008,algodao,1400.0
2009,soja,92458.0
2009,milho,24584.0
2009,cana,699.0
2009,algodao,1000.0
2010,soja,121299.0
2010,milho,24087.0
2010,cana,692.0
2010,algodao,914.0
2011,soja,139089.0
2011,milho,28789.0
2011,cana,696.0
2011,algodao,4838.0
2012,soja,170363.0
2012,milho,42655.0
2012,cana,761.0
2012,algodao,3885.0
2013,soja,229652.0
2013,milho,44029.0
2013,cana,554.0
2013,algodao,1807.0
2014,soja,256101.0
2014,milho,49397.0
2014,cana,524.0
2014,algodao,869.0
2015,soja,264402.0
2015,milho,56700.0
2015,cana,489.0
2015,algodao,1300.0
2016,soja,213791.0
2016,milho,82835.0
2016,cana,484.0
2016,algodao,1280.0
2017,soja,257047.0
2017,milho,74706.0
2017,cana,505.0
2017,algodao,1280.0
2018,soja,246583.0
2018,milho,78626.0
2018,cana,426.0
2018,algodao,2000.0
2019,soja,267862.0
2019,milho,88350.0
2019,cana,412.0
2019,algodao,5771.0
2020,soja,285905.0
2020,milho,113705.0
2020,cana,447.0
2020,algodao,7281.0
2021,soja,313655.0
2021,milho,111358.0
2021,cana,427.0
2021,algodao,2060.0
2022,soja,325063.0
2022,milho,135310.0
2022,cana,353.0
2022,algodao,3800.0
2023,soja,339381.0
2023,milho,114348.0
2023,cana,335.0
2023,algodao,3953.0
2024,soja,397622.0
2024,milho,68751.0
2024,cana,314.0
2024,algodao,2163.0
