,ano,bioma,macro_regiao,uf,municipio,geocod_mun,amaz_legal,matopiba,area_ibge_ha,classe,cor_legenda,area_past_ha
0,2016.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Intermediário,"rgb(248, 200, 210)",5.7378765
1,2016.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Severa,"rgb(208, 44, 23)",9.12846214
2,2016.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Ausente,"rgb(0, 115, 63)",144077.7420992
3,2016.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Intermediário,"rgb(248, 200, 210)",229576.41049466
4,2016.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Severa,"rgb(208, 44, 23)",39632.58533201
5,2016.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Ausente,"rgb(0, 115, 63)",853.86544985
6,2016.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Intermediário,"rgb(248, 200, 210)",8728.04548887
7,2016.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Severa,"rgb(208, 44, 23)",45796.74806257
8,2016.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Ausente,"rgb(0, 115, 63)",601.88711121
9,2016.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Intermediário,"rgb(248, 200, 210)",6105.02576388
10,2016.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Severa,"rgb(208, 44, 23)",6868.65519633
11,2016.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Ausente,"rgb(0, 115, 63)",117949.56418728
12,2016.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Intermediário,"rgb(248, 200, 210)",62846.4828156
