,ano,bioma,macro_regiao,uf,municipio,geocod_mun,amaz_legal,matopiba,area_ibge_ha,classe,cor_legenda,area_past_ha
0,2019.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Intermediário,"rgb(248, 200, 210)",4.95545059
1,2019.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Severa,"rgb(208, 44, 23)",8.34601797
2,2019.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Ausente,"rgb(0, 115, 63)",145179.20258092
3,2019.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Intermediário,"rgb(248, 200, 210)",224473.90107936
4,2019.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Severa,"rgb(208, 44, 23)",34355.48058399
5,2019.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Ausente,"rgb(0, 115, 63)",1635.51877975
6,2019.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Intermediário,"rgb(248, 200, 210)",8064.95466712
7,2019.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Severa,"rgb(208, 44, 23)",42880.68079922
8,2019.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Ausente,"rgb(0, 115, 63)",397.67013399
9,2019.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Intermediário,"rgb(248, 200, 210)",4976.76901582
10,2019.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Severa,"rgb(208, 44, 23)",8361.13841494
11,2019.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Ausente,"rgb(0, 115, 63)",119271.66279104
12,2019.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Intermediário,"rgb(248, 200, 210)",69497.10958363
13,2019.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Severa,"rgb(208, 44, 23)",6255.88294173
14,2019.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Ausente,"rgb(0, 115, 63)",32204.15154548
15,2019.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Intermediário,"rgb(248, 200, 210)",56138.49235708
16,2019.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Severa,"rgb(208, 44, 23)",8006.90972415
17,2019.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Ausente,"rgb(0, 115, 63)",552.63039757
18,2019.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Intermediário,"rgb(248, 200, 210)",3817.33444759
19,2019.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Severa,"rgb(208, 44, 23)",14866.23154234
20,2019.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Ausente,"rgb(0, 115, 63)",152075.67701619
21,2019.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Intermediário,"rgb(248, 200, 210)",171621.8743948
22,2019.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Severa,"rgb(208, 44, 23)",24645.71192711
23,2019.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Ausente,"rgb(0, 115, 63)",11571.86992195
24,2019.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Intermediário,"rgb(248, 200, 210)",58162.13239097
25,2019.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Severa,"rgb(208, 44, 23)",124055.63913326
