,ano,bioma,macro_regiao,uf,municipio,geocod_mun,amaz_legal,matopiba,area_ibge_ha,classe,cor_legenda,area_past_ha
0,2018.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Intermediário,"rgb(248, 200, 210)",5.21625854
1,2018.0,Amazônia,Centro-Oeste,MT,Água Boa,5100201.0,1.0,0.0,754930.8,Severa,"rgb(208, 44, 23)",8.5198932
2,2018.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Ausente,"rgb(0, 115, 63)",148849.22436693
3,2018.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Intermediário,"rgb(248, 200, 210)",225450.82471821
4,2018.0,Amazônia,Centro-Oeste,MT,Alta Floresta,5100250.0,1.0,0.0,895541.0,Severa,"rgb(208, 44, 23)",34096.86825089
5,2018.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Ausente,"rgb(0, 115, 63)",1145.48657576
6,2018.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Intermediário,"rgb(248, 200, 210)",7600.48458887
7,2018.0,Amazônia,Centro-Oeste,MT,Alto Boa Vista,5100359.0,1.0,0.0,224841.4,Severa,"rgb(208, 44, 23)",39796.19151105
8,2018.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Ausente,"rgb(0, 115, 63)",458.37615963
9,2018.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Intermediário,"rgb(248, 200, 210)",5325.03893372
10,2018.0,Amazônia,Centro-Oeste,MT,Alto Paraguai,5100508.0,1.0,0.0,184735.4,Severa,"rgb(208, 44, 23)",7831.78222058
11,2018.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Ausente,"rgb(0, 115, 63)",113316.66274912
12,2018.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Intermediário,"rgb(248, 200, 210)",69690.73245887
13,2018.0,Amazônia,Centro-Oeste,MT,Apiacás,5100805.0,1.0,0.0,2049000.0,Severa,"rgb(208, 44, 23)",6282.56174346
14,2018.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Ausente,"rgb(0, 115, 63)",32121.7168723
15,2018.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Intermediário,"rgb(248, 200, 210)",56297.47287083
16,2018.0,Amazônia,Centro-Oeste,MT,Araputanga,5101258.0,1.0,0.0,163973.3,Severa,"rgb(208, 44, 23)",7860.02007492
17,2018.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Ausente,"rgb(0, 115, 63)",659.9506455
18,2018.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Intermediário,"rgb(248, 200, 210)",4224.82051134
19,2018.0,Amazônia,Centro-Oeste,MT,Arenápolis,5101308.0,1.0,0.0,41733.7,Severa,"rgb(208, 44, 23)",14442.76230239
20,2018.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Ausente,"rgb(0, 115, 63)",153278.70379134
21,2018.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Intermediário,"rgb(248, 200, 210)",163326.58366011
22,2018.0,Amazônia,Centro-Oeste,MT,Aripuanã,5101407.0,1.0,0.0,2468000.0,Severa,"rgb(208, 44, 23)",19178.90952025
23,2018.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Ausente,"rgb(0, 115, 63)",13004.62398071
24,2018.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Intermediário,"rgb(248, 200, 210)",62959.45247071
25,2018.0,Amazônia,Centro-Oeste,MT,Barra do Bugres,5101704.0,1.0,0.0,597686.4,Severa,"rgb(208, 44, 23)",123622.79822506
26,2018.0,Amazônia,Centro-Oeste,MT,Bom Jesus do Araguaia,5101852.0,1.0,0.0,426663.6,Ausente,"rgb(0, 115, 63)",4361.69505083
27,2018.0,Amazônia,Centro-Oeste,MT,Bom Jesus do Araguaia,5101852.0,1.0,0.0,426663.6,Intermediário,"rgb(248, 200, 210)",22802.68412297
28,2018.0,Amazônia,Centro-Oeste,MT,Bom Jesus do Araguaia,5101852.0,1.0,0.0,426663.6,Severa,"rgb(208, 44, 23)",81811.49363949
29,2018.0,Amazônia,Centro-Oeste,MT,Brasnorte,5101902.0,1.0,0.0,1597000.0,Ausente,"rgb(0, 115, 63)",33178.63646827
30,2018.0,Amazônia,Centro-Oeste,MT,Brasnorte,5101902.0,1.0,0.0,1597000.0,Intermediário,"rgb(248, 200, 210)",105355.47142796
31,2018.0,Amazônia,Centro-Oeste,MT,Brasnorte,5101902.0,1.0,0.0,1597000.0,Severa,"rgb(208, 44, 23)",122661.16076863
32,2018.0,Amazônia,Centro-Oeste,MT,Cáceres,5102504.0,1.0,0.0,2450000.0,Ausente,"rgb(0, 115, 63)",4544.29916084
33,2018.0,Amazônia,Centro-Oeste,MT,Cáceres,5102504.0,1.0,0.0,2450000.0,Intermediário,"rgb(248, 200, 210)",38947.52115416
34,2018.0,Amazônia,Centro-Oeste,MT,Cáceres,5102504.0,1.0,0.0,2450000.0,Severa,"rgb(208, 44, 23)",141042.79033243
35,2018.0,Amazônia,Centro-Oeste,MT,Campo Novo do Parecis,5102637.0,1.0,0.0,942858.6,Ausente,"rgb(0, 115, 63)",115.8376715
36,2018.0,Amazônia,Centro-Oeste,MT,Campo Novo do Parecis,5102637.0,1.0,0.0,942858.6,Intermediário,"rgb(248, 200, 210)",589.10937289
37,2018.0,Amazônia,Centro-Oeste,MT,Campo Novo do Parecis,5102637.0,1.0,0.0,942858.6,Severa,"rgb(208, 44, 23)",4342.01652095
38,2018.0,Amazônia,Centro-Oeste,MT,Canabrava do Norte,5102694.0,1.0,0.0,344903.7,Ausente,"rgb(0, 115, 63)",8323.54083605
39,2018.0,Amazônia,Centro-Oeste,MT,Canabrava do Norte,5102694.0,1.0,0.0,344903.7,Intermediário,"rgb(248, 200, 210)",53541.88878862
40,2018.0,Amazônia,Centro-Oeste,MT,Canabrava do Norte,5102694.0,1.0,0.0,344903.7,Severa,"rgb(208, 44, 23)",75379.86895257
41,2018.0,Amazônia,Centro-Oeste,MT,Canarana,5102702.0,1.0,0.0,1086000.0,Ausente,"rgb(0, 115, 63)",1361.47991903
42,2018.0,Amazônia,Centro-Oeste,MT,Canarana,5102702.0,1.0,0.0,1086000.0,Intermediário,"rgb(248, 200, 210)",7913.83895128
43,2018.0,Amazônia,Centro-Oeste,MT,Canarana,5102702.0,1.0,0.0,1086000.0,Severa,"rgb(208, 44, 23)",58386.97447024
44,2018.0,Amazônia,Centro-Oeste,MT,Carlinda,5102793.0,1.0,0.0,242178.8,Ausente,"rgb(0, 115, 63)",39603.67500463
45,2018.0,Amazônia,Centro-Oeste,MT,Carlinda,5102793.0,1.0,0.0,242178.8,Intermediário,"rgb(248, 200, 210)",98415.64053203
46,2018.0,Amazônia,Centro-Oeste,MT,Carlinda,5102793.0,1.0,0.0,242178.8,Severa,"rgb(208, 44, 23)",9338.78837004
47,2018.0,Amazônia,Centro-Oeste,MT,Castanheira,5102850.0,1.0,0.0,371346.6,Ausente,"rgb(0, 115, 63)",89776.2680316
48,2018.0,Amazônia,Centro-Oeste,MT,Castanheira,5102850.0,1.0,0.0,371346.6,Intermediário,"rgb(248, 200, 210)",111598.82865451
49,2018.0,Amazônia,Centro-Oeste,MT,Castanheira,5102850.0,1.0,0.0,371346.6,Severa,"rgb(208, 44, 23)",5745.64279245
50,2018.0,Amazônia,Centro-Oeste,MT,Cláudia,5103056.0,1.0,0.0,384356.1,Ausente,"rgb(0, 115, 63)",4984.01387497
51,2018.0,Amazônia,Centro-Oeste,MT,Cláudia,5103056.0,1.0,0.0,384356.1,Intermediário,"rgb(248, 200, 210)",15219.92777036
52,2018.0,Amazônia,Centro-Oeste,MT,Cláudia,5103056.0,1.0,0.0,384356.1,Severa,"rgb(208, 44, 23)",11811.5961595
53,2018.0,Amazônia,Centro-Oeste,MT,Colíder,5103205.0,1.0,0.0,311209.1,Ausente,"rgb(0, 115, 63)",33870.82675371
